contest_group_id,contest_name,choice,choice_party,sum
6,ALLEGHANY COUNTY BOARD OF COMMISSIONERS (REP),John Meachum,REP,148
4,CLAY COUNTY BOARD OF COMMISSIONERS (REP),John Mazza,REP,830
10,SCOTLAND COUNTY SHERIFF (DEM),John Martin,DEM,1868
25,CRAVEN COUNTY SHERIFF (DEM),John L. Gillyard,DEM,228
13,BERTIE COUNTY SHERIFF (DEM),John Holley,DEM,2641
9,ROCKINGHAM COUNTY SHERIFF (REP),"John H. Ferrell, Jr.",REP,338
9,DAVIE COUNTY BOARD OF COMMISSIONERS (REP),John H. Ferguson,REP,2107
12,CASWELL COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (REP),John F. Claggett,REP,61
27,STANLY COUNTY BOARD OF EDUCATION DISTRICT 1 (REP),John Edwards,REP,3350
23,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 8,John Dunlap (Write-In),,1
13,GRAHAM COUNTY SHERIFF (DEM),John D. Lovin,DEM,262
1407,NC STATE SENATE DISTRICT 13 (DEM),John Campbell,DEM,14803
19,WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 7 (DEM),John Burns,DEM,29684
1068,NC HOUSE OF REPRESENTATIVES DISTRICT 020 (DEM),John Bauer,DEM,326
10,WASHINGTON COUNTY BOARD OF EDUCATION DISTRICT 1 (DEM),"John A. Tharps, Sr.",DEM,931
9,CABARRUS COUNTY SHERIFF (REP),"John A. Sweat, Jr.",REP,719
3,MACON COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (REP),John A. Shearl,REP,1010
4,TYRRELL COUNTY SHERIFF (DEM),Joey Elliott,DEM,247
15,RUTHERFORD COUNTY SHERIFF (REP),Joey Brandle,REP,294
1482,NC STATE SENATE DISTRICT 38 (DEM),Joel Ford,DEM,5408
27,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT III (REP),Joe Wood,REP,2502
19,JONES COUNTY BOARD OF COMMISSIONER DISTRICT 7 (DEM),Joe Wiggins,DEM,57
12,STANLY COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (REP),Joe Speight,REP,2969
13,CLAY COUNTY SHERIFF (REP),Joe Shook,REP,562
10,RICHMOND COUNTY BOARD OF EDUCATION,Joe Richardson,,2489
1614,DISTRICT ATTORNEY DISTRICT 20 (DEM),Joe Osman,DEM,8404
16,YADKIN BOARD OF EDUCATION,Joe Dezern (Write-In),,5
15,PENDER COUNTY SHERIFF (REP),Joe Cina,REP,357
10,WAYNE COUNTY BOARD OF EDUCATION DISTRICT 6,Joe Brown,,137
4,GREENE COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),JoAnn Artis Stevens,DEM,755
22,JOHNSTON COUNTY BOARD OF EDUCATION,"Jimmy P. Clapp, Jr.",,4382
1019,NC HOUSE OF REPRESENTATIVES DISTRICT 004 (REP),Jimmy Dixon,REP,2765
15,PENDER COUNTY SHERIFF (REP),Jimmie Stokes,REP,82
6,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE (REP),Jimmie Boyd,REP,3059
3,MACON COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (REP),Jim Tate,REP,1476
4,ANSON COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),Jim Sims,DEM,150
18,ROWAN COUNTY BOARD OF COMMISSIONERS (REP),Jim Sides,REP,2220
5,HAYWOOD COUNTY CLERK OF SUPERIOR COURT (DEM),Jim Moore,DEM,664
33,BLADEN COUNTY SHERIFF (REP),Jim McVicker,REP,2089
1013,NC HOUSE OF REPRESENTATIVES DISTRICT 002 (REP),Jim McIlroy,REP,341
1244,NC HOUSE OF REPRESENTATIVES DISTRICT 079 (REP),Jim Chesnutt,REP,1174
1,YANCEY COUNTY BOARD OF COMMISSIONERS (DEM),Jill Austin,DEM,1049
130010,KANNAPOLIS CITY SCHOOLS BOARD OF EDUCATION AREA I,Jessica Dixon Touart,,531
19,ORANGE COUNTY BOARD OF EDUCATION,Jessica Aguilar,,1658
21,HARNETT COUNTY SHERIFF (REP),Jerry Rivas,REP,370
1,GREENE COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (DEM),Jerry R. Jones,DEM,1151
10,WASHINGTON COUNTY BOARD OF EDUCATION DISTRICT 1 (DEM),Jerry Phelps,DEM,1186
10,SAMPSON COUNTY CLERK OF SUPERIOR COURT (DEM),Jerry J. Bradshaw,DEM,936
25,CRAVEN COUNTY SHERIFF (DEM),Jerry G. Monette,DEM,2454
1245,NC HOUSE OF REPRESENTATIVES DISTRICT 079 (DEM),Jerry E. Langley,DEM,3321
3,UNION COUNTY BOARD OF COMMISSIONERS (REP),Jerry B. Simpson,REP,6983
25,COLUMBUS COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (DEM),Jerome McMillian,DEM,581
4,SCOTLAND COUNTY BOARD OF COMMISSIONERS STEWARTSVILLE TWP (DEM),Jeremy Baker,DEM,1263
1,WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (DEM),Jeremiah Pierce,DEM,23421
1536,US HOUSE OF REPRESENTATIVES DISTRICT 05 (DEM),Jenny Marshall,DEM,12987
18,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT II (REP),Jeff Martin,REP,2419
1,CUMBERLAND COUNTY SHERIFF (DEM),Jeff Marks,DEM,1894
13,ONSLOW COUNTY BOARD OF EDUCATION (REP),Jeff Hudson,REP,6805
3,MITCHELL COUNTY BOARD OF COMMISSIONERS (REP),Jeff Harding,REP,1129
1550,US HOUSE OF REPRESENTATIVES DISTRICT 10 (REP),Jeff Gregory,REP,3724
36,STANLY COUNTY SHERIFF (REP),Jeff Crisco,REP,3767
27,STANLY COUNTY BOARD OF EDUCATION DISTRICT 1 (REP),Jeff Chance,REP,3581
3,UNION COUNTY BOARD OF COMMISSIONERS (REP),Jeff Atkinson,REP,5178
18,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT II (REP),Jeannie Gaddis,REP,1184
1295,NC HOUSE OF REPRESENTATIVES DISTRICT 096 (REP),Jay Adams,REP,6013
9,ALLEGHANY COUNTY BOARD OF EDUCATION (REP),Jason Williams,REP,393
15,PENDER COUNTY SHERIFF (REP),Jason Spivey,REP,193
22,JOHNSTON COUNTY BOARD OF EDUCATION,Jason S. Barbour,,4703
6,TRANSYLVANIA COUNTY CLERK OF SUPERIOR COURT (REP),Jason Robert Chappell,REP,431
1619,DISTRICT ATTORNEY DISTRICT 22 (REP),Jason Ramey,REP,4592
1298,NC HOUSE OF REPRESENTATIVES DISTRICT 097 (REP),Jason R. Saine,REP,6927
43,LINCOLN COUNTY SHERIFF (REP),Jason Munday,REP,1327
9,AVERY COUNTY SHERIFF (REP),Jason Lolies,REP,1326
9,CATAWBA COUNTY SHERIFF (REP),Jason Coy Reid,REP,5692
9,ALLEGHANY COUNTY BOARD OF EDUCATION (REP),Jason Carpenter,REP,399
1148,NC HOUSE OF REPRESENTATIVES DISTRICT 047 (REP),Jarrod Lowery,REP,572
19,JACKSON COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (REP),Jarrett Crowe,REP,254
6,STANLY COUNTY BOARD OF COMMISSIONERS AT-LARGE (REP),Jann Lowder,REP,3303
16,SAMPSON COUNTY BOARD OF EDUCATION,Janice J. Williams,,398
9,NEW HANOVER COUNTY BOARD OF EDUCATION (REP),Janice Cavenaugh,REP,2649
130010,KANNAPOLIS CITY SCHOOLS BOARD OF EDUCATION AREA I,Janet E. Yvars,,589
10,AVERY COUNTY BOARD OF EDUCATION,Jane E. Bumgarner,,1323
9,STOKES COUNTY BOARD OF COMMISSIONERS (REP),Jamie Yontz,REP,1318
1,MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),Jamie Hildreth,DEM,11040
13,SURRY COUNTY SHERIFF (REP),Jamie Goad,REP,1562
9,STOKES COUNTY BOARD OF COMMISSIONERS (REP),Jamie East,REP,303
1163,NC HOUSE OF REPRESENTATIVES DISTRICT 052 (REP),Jamie Boles,REP,6117
22,GUILFORD COUNTY SHERIFF (DEM),"James Zimmerman, Sr.",DEM,3029
13,WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 5 (DEM),James West,DEM,48932
9,DAVIE COUNTY BOARD OF COMMISSIONERS (REP),James V. Blakley,REP,2964
7,PITT COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),James Tripp,DEM,747
28,JACKSON COUNTY BOARD OF EDUCATION DISTRICT 5,James Stewart-Payne,,1379
4,DAVIDSON COUNTY BOARD OF COMMISSIONERS (REP),James Shores,REP,5473
19,ORANGE COUNTY BOARD OF EDUCATION,James Needham,,937
1,HALIFAX COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),James Mills,DEM,2044
1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS (DEM),James Middleton,DEM,4287
3,IREDELL COUNTY BOARD OF COMMISSIONERS (REP),James Mallory,REP,5614
16,ROBESON COUNTY SHERIFF (DEM),James Jones,DEM,1528
1,JONES COUNTY BOARD OF COMMISSIONER DISTRICT 2 (DEM),James Harper,DEM,123
3,GATES COUNTY SHERIFF (REP),James Gary Ingram,REP,208
18,ROWAN COUNTY BOARD OF COMMISSIONERS (REP),James C. Greene,REP,5134
10,ORANGE COUNTY CLERK OF SUPERIOR COURT (DEM),James C. (Jamie) Stanford,DEM,8360
16,WASHINGTON COUNTY SHERIFF (DEM),James (Smiley) Ross,DEM,531
4,HYDE COUNTY BOARD OF COMMISSIONERS SWAN QUARTER TOWNSHIP (DEM),James (Little Brother) Topping,DEM,301
12,ASHE COUNTY SHERIFF (REP),James (Jimmy) Hendrix,REP,830
6,ALLEGHANY COUNTY BOARD OF COMMISSIONERS (REP),James (Jimmy) Hamm,REP,246
9,RANDOLPH COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (REP),Jake Summey,REP,4819
1305,NC HOUSE OF REPRESENTATIVES DISTRICT 099 (DEM),Jackson Pethtal,DEM,180
3,ONSLOW COUNTY BOARD OF COMMISSIONERS (REP),Jackson Hawley,REP,1825
13,NORTHAMPTON COUNTY SHERIFF (DEM),Jack Smith,DEM,2985
13,GATES COUNTY BOARD OF COMMISSIONERS GATESVILLE DISTRICT (DEM),Jack Owens,DEM,1377
10,RICHMOND COUNTY BOARD OF EDUCATION,J.L. McCullers,,949
6,DAVIE COUNTY SHERIFF (REP),J.D. Hartman,REP,3553
1,HALIFAX COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),"J. Rives Manning, Jr.",DEM,4558
12,CURRITUCK COUNTY BOARD OF COMMISSIONERS DISTRICT 5 (REP),J. Owen Etheridge,REP,1064
18,HARNETT COUNTY BOARD OF EDUCATION DISTRICT 5 (REP),J. A. Farina,REP,272
1112,NC HOUSE OF REPRESENTATIVES DISTRICT 035 (REP),Isaac Burke,REP,1396
7,MECKLENBURG COUNTY SHERIFF (DEM),Irwin Carmichael,DEM,11685
10,RICHMOND COUNTY BOARD OF EDUCATION,Irene Pittman Aiken,,2072
1550,US HOUSE OF REPRESENTATIVES DISTRICT 10 (REP),Ira Roberts,REP,1701
31,Maysville Fire Tax Election,In favor of,,38
5,HAYWOOD COUNTY CLERK OF SUPERIOR COURT (DEM),Hunter Plemmons,DEM,2772
1064,NC HOUSE OF REPRESENTATIVES DISTRICT 019 (REP),Hunter Ford,REP,818
1,ROBESON COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Hubert Sealey,DEM,792
7,HOKE COUNTY SHERIFF (DEM),Hubert A. Peterkin,DEM,2867
16,YADKIN BOARD OF EDUCATION,Howard McKnight,,1790
6,SWAIN COUNTY BOARD OF COMMISSIONERS MEMBERS (REP),Holly Bowick,REP,290
19,ORANGE COUNTY BOARD OF EDUCATION,Hillary MacKenzie,,5172
1,RICHMOND COUNTY BOARD OF COMMISSIONERS (DEM),Herbie Long,DEM,1660
13,PITT COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),Henry Williams II,DEM,990
17,WARREN COUNTY BOARD OF EDUCATION DISTRICT 1,"Henry L. Durham, Jr.",,806
10,PAMLICO COUNTY BOARD OF EDUCATION DISTRICT 4,Helen J. Robinson,,310
1041,NC HOUSE OF REPRESENTATIVES DISTRICT 011 (DEM),Heather Metour,DEM,328
34,LINCOLN COUNTY CLERK OF SUPERIOR COURT (REP),Heather Hester Job,REP,2226
7,ALLEGHANY COUNTY BOARD OF EDUCATION (DEM),Heather Halsey Resendiz,DEM,206
12,UNION COUNTY BOARD OF EDUCATION DISTRICT 3 (REP),Heather Craig Henage,REP,736
19,ORANGE COUNTY BOARD OF EDUCATION,Hawkeye Aguilar,,796
10,DUPLIN COUNTY SHERIFF (DEM),Harvey Stroud,DEM,1484
1,HOKE COUNTY BOARD OF COMMISSIONERS (DEM),Harry Southerland,DEM,2477
4,ALAMANCE COUNTY BOARD OF COMMISSIONERS (DEM),Harold Dean Bowling,DEM,1091
4,ROBESON COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),Harbert Eddie Moore,DEM,1166
9,ONSLOW COUNTY SHERIFF (REP),Hans J. Miller,REP,6761
31,BLADEN COUNTY SHERIFF (DEM),Hakeem Brown,DEM,2375
4,SCOTLAND COUNTY BOARD OF COMMISSIONERS STEWARTSVILLE TWP (DEM),Guy McCook,DEM,1534
34,LINCOLN COUNTY CLERK OF SUPERIOR COURT (REP),Gregory Calvin Smith,REP,951
18,ROWAN COUNTY BOARD OF COMMISSIONERS (REP),Gregory C. Edds,REP,5685
19,WILKES COUNTY BOARD OF COMMISSIONERS (REP),Gregory A. Minton,REP,2216
13,DAVIDSON COUNTY SHERIFF (REP),Greg Wood,REP,1801
15,RANDOLPH COUNTY SHERIFF (REP),Greg Seabolt,REP,6536
1670,DISTRICT ATTORNEY DISTRICT 42 (REP),Greg Newman,REP,10909
3,CRAVEN COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (REP),Greg Holt,REP,512
4,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Greg Atkins,DEM,2066
1542,US HOUSE OF REPRESENTATIVES DISTRICT 07 (DEM),Grayson Parker,DEM,10587
7,MONTGOMERY COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),Grant Hinson,DEM,746
1,HOKE COUNTY BOARD OF COMMISSIONERS (DEM),Graham Poole,DEM,1191
19,CASWELL COUNTY BOARD OF EDUCATION DISTRICT 1,Gordon Satterfield,,312
20,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 2,God (Write-In),,1
23,FRANKLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (DEM),Glenn Swanson,DEM,384
1568,DISTRICT ATTORNEY DISTRICT 03 (REP),Glenn Perry,REP,4238
19,WARREN COUNTY BOARD OF EDUCATION DISTRICT 4,Glenn Forsythe,,470
1,NORTHAMPTON COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (DEM),Glenn Fleetwood,DEM,930
17,GATES COUNTY BOARD OF EDUCATION DISTRICT 3,Glendale Phelps Boone,,1972
1028,NC HOUSE OF REPRESENTATIVES DISTRICT 007 (REP),Glen Bradley,REP,920
1374,NC STATE SENATE DISTRICT 02 (DEM),Ginger Garner,DEM,3944
1550,US HOUSE OF REPRESENTATIVES DISTRICT 10 (REP),Gina Collias,REP,6664
22,FRANKLIN COUNTY BOARD OF EDUCATION SEAT 5,Gil Johnson,,486
1,MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),Gerenda Davis,DEM,9639
1539,US HOUSE OF REPRESENTATIVES DISTRICT 06 (DEM),Gerald Wong,DEM,7719
6,AVERY COUNTY BOARD OF COMMISSIONERS (REP),Gerald R. McKinney,REP,884
13,DAVIDSON COUNTY SHERIFF (REP),"Gerald K. Hege, Sr.",REP,3557
15,BRUNSWICK COUNTY BOARD OF EDUCATION DISTRICT 5 (REP),Gerald (Jerry) Benton,REP,2307
17,CLINTON CITY SCHOOLS BOARD OF EDUCATION,Georgina Zeng,,507
36,STANLY COUNTY SHERIFF (REP),George T. Burris,REP,1944
9,PENDER COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (REP),George R. Brown,REP,1971
46,LINCOLN COUNTY BOARD OF COMMISSIONERS (REP),George Mull,REP,1884
16,ROBESON COUNTY SHERIFF (DEM),George Kenworthy,DEM,544
1526,US HOUSE OF REPRESENTATIVES DISTRICT 02 (REP),George Holding,REP,17979
1049,NC HOUSE OF REPRESENTATIVES DISTRICT 014 (REP),George G. Cleveland,REP,2122
16,MECKLENBURG COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (DEM),George Dunlap,DEM,6945
16,MECKLENBURG COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (DEM),George (Giovanni) Dortche,DEM,412
3,IREDELL COUNTY BOARD OF COMMISSIONERS (REP),Gene Houpe,REP,5087
24,PITT COUNTY SHERIFF (REP),Gary Weaver,REP,5175
12,UNION COUNTY BOARD OF EDUCATION DISTRICT 3 (REP),Gary Sides,REP,1207
31,BLADEN COUNTY SHERIFF (DEM),Gary S. Edwards,DEM,621
22,BLADEN COUNTY BOARD OF EDUCATION DISTRICT 1 (DEM),Gary Rhoda,DEM,853
6,BURKE COUNTY BOARD OF COMMISSIONERS (REP),Gary Kling,REP,1169
1068,NC HOUSE OF REPRESENTATIVES DISTRICT 020 (DEM),Gary K. Shipman,DEM,1999
19,SURRY COUNTY BOARD OF COMMISSIONERS CENTRAL DISTRICT (REP),Gary Carson Tilley,REP,1566
9,CHEROKEE COUNTY BOARD OF COMMISSIONERS DISTRICT III (REP),Gary (Hippie) Westmoreland,REP,2713
7,MECKLENBURG COUNTY SHERIFF (DEM),Garry L. McFadden,DEM,29934
1667,DISTRICT ATTORNEY DISTRICT 41 (REP),"Garland Franklin Byers, Jr.",REP,3276
1257,NC HOUSE OF REPRESENTATIVES DISTRICT 083 (DEM),Gail Young,DEM,1048
1557,US HOUSE OF REPRESENTATIVES DISTRICT 12 (DEM),Gabe Ortiz,DEM,1959
4,ANSON COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),Fulton J. Crowder,DEM,59
13,SAMPSON COUNTY SHERIFF (DEM),Freddie Butler,DEM,1794
12,CURRITUCK COUNTY BOARD OF COMMISSIONERS DISTRICT 5 (REP),Fred Whiteman,REP,888
34,LINCOLN COUNTY CLERK OF SUPERIOR COURT (REP),Fred R. Hatley,REP,5239
1089,NC HOUSE OF REPRESENTATIVES DISTRICT 027 (DEM),"Franklin D. Williams, Jr.",DEM,5716
15,DARE COUNTY BOARD OF EDUCATION DISTRICT 1 (REP),Frank O. Hester,REP,1429
1545,US HOUSE OF REPRESENTATIVES DISTRICT 08 (DEM),Frank McNeill,DEM,16012
1058,NC HOUSE OF REPRESENTATIVES DISTRICT 017 (REP),Frank Iler,REP,3165
9,NEW HANOVER COUNTY BOARD OF EDUCATION (REP),Frank Christopher Meares,REP,1995
10,AVERY COUNTY BOARD OF EDUCATION,Frances Magruder,,235
19,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT A (DEM),Fleming El-Amin,DEM,3077
1569,DISTRICT ATTORNEY DISTRICT 03 (DEM),Faris Dixon,DEM,6016
7,NORTHAMPTON COUNTY BOARD OF COMMISSIONERS DISTRICT 5 (DEM),Fannie P. Greene,DEM,1753
4,ROBESON COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),Faline Locklear Dial,DEM,1402
37,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 8 UNEXPIRED (DEM),Fahiym Hanna,DEM,965
19,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT A (DEM),Everette Witherspoon,DEM,2915
16,EDGECOMBE COUNTY BOARD OF EDUCATION DISTRICT 1,Evelyn Shaw Wilson,,200
17,EDGECOMBE COUNTY BOARD OF EDUCATION DISTRICT 3,Evelyn J. Johnson,,231
10,FORSYTH COUNTY BOARD OF EDUCATION DISTRICT 1 (DEM),Eunice Campbell,DEM,1363
1071,NC HOUSE OF REPRESENTATIVES DISTRICT 021 (DEM),Eugene Pearsall,DEM,1331
7,CUMBERLAND COUNTY CLERK OF SUPERIOR COURT (DEM),Eshonda Hooper,DEM,2696
13,SURRY COUNTY SHERIFF (REP),Ervin Odum,REP,371
10,WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),Erv Portman,DEM,23801
18,FORSYTH COUNTY SHERIFF (REP),Ernie G. Leyba,REP,2120
9,BEAUFORT COUNTY SHERIFF (REP),Ernie Coleman,REP,2964
10,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 5 (DEM),Ernestine (Byrd) Bazemore,DEM,1940
1032,NC HOUSE OF REPRESENTATIVES DISTRICT 008 (DEM),Ernest T. Reeves,DEM,799
9,STOKES COUNTY BOARD OF COMMISSIONERS (REP),Ernest Lankford,REP,1004
25,CRAVEN COUNTY SHERIFF (DEM),Eric W. Smith,DEM,2389
1250,NC HOUSE OF REPRESENTATIVES DISTRICT 081 (REP),Eric S. Osborne,REP,2835
1016,NC HOUSE OF REPRESENTATIVES DISTRICT 003 (REP),Eric Queen,REP,2201
25,WILKES COUNTY SHERIFF (REP),Eric L. Byrd,REP,1740
14,RANDOLPH COUNTY SHERIFF (LIB),Eric Hicks,LIB,264
1,CUMBERLAND COUNTY SHERIFF (DEM),Ennis W. Wright,DEM,13034
1137,NC HOUSE OF REPRESENTATIVES DISTRICT 043 (DEM),Elmer Floyd,DEM,3887
1200,NC HOUSE OF REPRESENTATIVES DISTRICT 064 (DEM),Elliott Lynch,DEM,1000
1,MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),Ella Scarborough,DEM,33085
21,FRANKLIN COUNTY BOARD OF EDUCATION SEAT 3,Elizabeth S. Keith,,798
12,PENDER COUNTY CLERK OF SUPERIOR COURT (REP),Elizabeth H. Craver,REP,3033
19,CASWELL COUNTY BOARD OF EDUCATION DISTRICT 1,Elin Claggett,,209
9,NEW HANOVER COUNTY BOARD OF EDUCATION (REP),Edward Higgins,REP,2218
1010,NC HOUSE OF REPRESENTATIVES DISTRICT 001 (REP),Edward C. Goodwin,REP,1987
5,HAYWOOD COUNTY CLERK OF SUPERIOR COURT (DEM),Eddie West,DEM,850
4,CLEVELAND COUNTY BOARD OF COMMISSIONERS (DEM),Eddie Holbrook,DEM,2120
10,PASQUOTANK COUNTY SHERIFF (DEM),Eddie Graham,DEM,1326
1454,NC STATE SENATE DISTRICT 29 (REP),Eddie Gallimore,REP,11758
21,UNION COUNTY SHERIFF (REP),Eddie Cathey,REP,11232
6,DARE COUNTY BOARD OF COMMISSIONERS AT-LARGE (REP),Ed Danko,REP,723
19,WARREN COUNTY BOARD OF EDUCATION DISTRICT 4,Ebony Talley-Brame,,945
15,SURRY COUNTY BOARD OF EDUCATION DISTRICT 3,Earlie Coe,,5574
1257,NC HOUSE OF REPRESENTATIVES DISTRICT 083 (DEM),Earle Schecter,DEM,325
6,ASHE COUNTY BOARD OF COMMISSIONERS (REP),Earl R. Cox,REP,894
7,ORANGE COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Earl McKee,DEM,5854
9,ROCKINGHAM COUNTY SHERIFF (REP),Earl Estes,REP,886
12,CRAVEN COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (REP),E.T. Mitchell,REP,1094
13,SURRY COUNTY SHERIFF (REP),E. Vann Tate,REP,1615
16,SAMPSON COUNTY BOARD OF EDUCATION,E. Sonya Powell,,903
12,SAMPSON COUNTY CLERK OF SUPERIOR COURT (REP),"Dwight S. Williams, Jr.",REP,698
21,FRANKLIN COUNTY BOARD OF EDUCATION SEAT 3,Dwight Neal,,622
4,CLAY COUNTY BOARD OF COMMISSIONERS (REP),Dwight H. Penland,REP,992
12,DAVIE COUNTY BOARD OF EDUCATION (REP),Dwight C. Goodman,REP,2479
23,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 8,Dwayne Smith,,1647
1493,NC STATE SENATE DISTRICT 42 (REP),Dustin Long,REP,1241
3,CITY OF ALBEMARLE CITY COUNCIL (AT-LARGE) (REP),Duke Furr,REP,439
1041,NC HOUSE OF REPRESENTATIVES DISTRICT 011 (DEM),Duane Hall,DEM,1746
6,RUTHERFORD COUNTY BOARD OF EDUCATION DISTRICT 1 (REP),Drew Radford,REP,1181
6,ROCKINGHAM COUNTY BOARD OF EDUCATION AT-LARGE (REP),Doug Isley,REP,3244
10,JACKSON COUNTY SHERIFF (REP),Doug Farmer,REP,794
1,PENDER COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (DEM),Dorothy Royal,DEM,972
22,JOHNSTON COUNTY BOARD OF EDUCATION,Dorothy G. Johnson,,5346
7,MONTGOMERY COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),Dorothy (Dottie) Robinson,DEM,1011
1374,NC STATE SENATE DISTRICT 02 (DEM),Dorothea D. White,DEM,3871
1014,NC HOUSE OF REPRESENTATIVES DISTRICT 002 (DEM),Dora P. Bullock,DEM,1516
9,ALLEGHANY COUNTY BOARD OF EDUCATION (REP),Donna Moxley Rea,REP,425
21,CASWELL COUNTY BOARD OF EDUCATION DISTRICT 5,Donna Hudson,,788
7,BUNCOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (DEM),Donna Ensley,DEM,3024
9,BEAUFORT COUNTY SHERIFF (REP),Donald Dixon,REP,870
9,HENDERSON COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (REP),Don Ward,REP,5827
4,DAVIDSON COUNTY BOARD OF COMMISSIONERS (REP),Don W. Truell,REP,9362
1,RICHMOND COUNTY BOARD OF COMMISSIONERS (DEM),Don M Bryant,DEM,1816
9,NEW HANOVER COUNTY BOARD OF EDUCATION (REP),Don Hayes,REP,2739
18,HARNETT COUNTY BOARD OF EDUCATION DISTRICT 5 (REP),Don Godfrey,REP,299
1383,NC STATE SENATE DISTRICT 05 (DEM),Don Davis,DEM,11011
9,CATAWBA COUNTY SHERIFF (REP),Don Brown,REP,13053
4,WILSON COUNTY SHERIFF (DEM),Dinise Williams,DEM,192
1535,US HOUSE OF REPRESENTATIVES DISTRICT 05 (REP),Dillon Gentry,REP,5703
6,CABARRUS COUNTY BOARD OF COMMISSIONERS (REP),Diane Honeycutt,REP,6641
10,HERTFORD COUNTY SHERIFF (DEM),Dexter Hayes,DEM,3227
4,PERSON COUNTY SHERIFF (DEM),Dewey E. Jones,DEM,2233
9,STOKES COUNTY BOARD OF COMMISSIONERS (REP),Devin Parrish,REP,305
13,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 4 (DEM),Desiree Best,DEM,1983
9,PERSON COUNTY BOARD OF COMMISSIONERS (REP),Derrick Sims,REP,498
24,CHEROKEE COUNTY SHERIFF (REP),Derrick Palmer,REP,2753
1569,DISTRICT ATTORNEY DISTRICT 03 (DEM),Derek K. Brown,DEM,5750
6,CATAWBA COUNTY BOARD OF COMMISSIONERS (REP),Derek Colson,REP,8044
4,BUNCOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Dereck Lindsey,DEM,742
1,CUMBERLAND COUNTY SHERIFF (DEM),Denny Davis,DEM,831
3,UNION COUNTY BOARD OF COMMISSIONERS (REP),Dennis Rape,REP,5841
9,CABARRUS COUNTY SHERIFF (REP),Dennis McClure,REP,223
6,AVERY COUNTY BOARD OF COMMISSIONERS (REP),Dennis Aldridge,REP,1153
19,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 8 (DEM),Deena Hayes,DEM,2240
7,SWAIN COUNTY CLERK OF SUPERIOR COURT (DEM),Deborah Smith,DEM,439
1502,NC STATE SENATE DISTRICT 45 (REP),Deanna Ballard,REP,8403
1536,US HOUSE OF REPRESENTATIVES DISTRICT 05 (DEM),DD Adams,DEM,15509
