contest_group_id,contest_name,choice,choice_party,sum
16,BUNCOMBE COUNTY SHERIFF (DEM),Quentin Miller,DEM,13221
19,MECKLENBURG COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),Queen Thompson,DEM,2200
1305,NC HOUSE OF REPRESENTATIVES DISTRICT 099 (DEM),Priscilla (PJ) Johnson,DEM,1187
1137,NC HOUSE OF REPRESENTATIVES DISTRICT 043 (DEM),Prince Christian,DEM,133
1554,US HOUSE OF REPRESENTATIVES DISTRICT 11 (DEM),Phillip G. Price,DEM,13499
4,HAYWOOD COUNTY BOARD OF COMMISSIONERS (REP),Phillip Coker Wight,REP,1059
1529,US HOUSE OF REPRESENTATIVES DISTRICT 03 (REP),Phil Law,REP,14341
1,SWAIN COUNTY BOARD OF COMMISSIONERS CHAIRMAN (DEM),Phil Carson,DEM,560
7,BEAUFORT COUNTY SHERIFF (DEM),"Petre Earl Franks, Sr.",DEM,644
1460,NC STATE SENATE DISTRICT 31 (REP),Peter Antinozzi,REP,593
13,CHATHAM COUNTY SHERIFF (DEM),Percy Crutchfield,DEM,3951
21,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 3,Peggy Wilkins Chavis,,724
23,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 8,Peggy Wilkins (Write-In),,1
1,RICHMOND COUNTY BOARD OF COMMISSIONERS (DEM),Peggy Covington,DEM,1200
20,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 2,Peggy Chavis (Write-In),,1
9,DURHAM COUNTY BOARD OF EDUCATION DISTRICT 1,Pebble Lindsay-Lucas,,2825
1,CAMDEN COUNTY CLERK OF SUPERIOR COURT (DEM),Paula J. Harrison,DEM,520
6,ROCKINGHAM COUNTY BOARD OF EDUCATION AT-LARGE (REP),Paula Harvell Rakestraw,REP,3199
22,PITT COUNTY SHERIFF (DEM),Paula Dance,DEM,8224
1556,US HOUSE OF REPRESENTATIVES DISTRICT 12 (REP),Paul Wright,REP,3221
11,PAMLICO COUNTY BOARD OF EDUCATION AT-LARGE,"Paul J. Delamar, Jr.",,1383
27,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT III (REP),Paul H. Brown,REP,1607
1556,US HOUSE OF REPRESENTATIVES DISTRICT 12 (REP),Paul Bonham,REP,2349
1557,US HOUSE OF REPRESENTATIVES DISTRICT 12 (DEM),Patrick Register,DEM,2074
1,HALIFAX COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),Patrick Qualls,DEM,4394
1139,NC HOUSE OF REPRESENTATIVES DISTRICT 044 (REP),Patrick Petsche,REP,758
1550,US HOUSE OF REPRESENTATIVES DISTRICT 10 (REP),Patrick McHenry,REP,34173
6,JOHNSTON COUNTY BOARD OF COMMISSIONERS DISTRICT 5 (REP),Patrick Harris,REP,4263
4,BUNCOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Patrick Fitzsimmons,DEM,1470
1058,NC HOUSE OF REPRESENTATIVES DISTRICT 017 (REP),Patricia (Pat) Sykes,REP,2015
1,HENDERSON COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (DEM),Patricia (Pat) Sheley,DEM,2467
1046,NC HOUSE OF REPRESENTATIVES DISTRICT 013 (REP),Patricia (Pat) McElraft,REP,5746
10,AVERY COUNTY BOARD OF EDUCATION,Patricia (Pat) Edwards,,2151
1,MECKLENBURG COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),Patricia (Pat) Cotham,DEM,37991
1607,DISTRICT ATTORNEY DISTRICT 17 (REP),Pat Nadolski,REP,3551
10,RICHMOND COUNTY BOARD OF EDUCATION,Pat Campbell,,2161
4,CLAY COUNTY BOARD OF COMMISSIONERS (REP),Pamela J. Bunch,REP,534
3,CARTERET COUNTY CLERK OF SUPERIOR COURT (REP),Pam Hanson,REP,3330
16,FRANKLIN COUNTY BOARD OF EDUCATION AT-LARGE,Paige Sayles,,3545
6,MOORE COUNTY BOARD OF COMMISSIONERS DISTRICT III (REP),Otis Ritter,REP,6354
13,VANCE COUNTY BOARD OF EDUCATION DISTRICT 6 (DEM),Omega T. Perry,DEM,125
1,HALIFAX COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),O.D. Sykes,DEM,3335
1,GATES COUNTY SHERIFF (DEM),Nurnie E. Reid,DEM,149
1,MADISON COUNTY BOARD OF COMMISSIONERS (DEM),Norris Gentry,DEM,1549
1373,NC STATE SENATE DISTRICT 02 (REP),Norman Sanderson,REP,11293
1581,DISTRICT ATTORNEY DISTRICT 07 (DEM),Norlan Graves,DEM,8979
1,ORANGE COUNTY BOARD OF COMMISSIONERS AT-LARGE (DEM),Noah Oswald,DEM,1831
10,HALIFAX COUNTY BOARD OF EDUCATION,Nicole Mills,,1373
1,NORTHAMPTON COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (DEM),Nicole J. Boone,DEM,1992
1,ROBESON COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Nick Evans,DEM,730
1298,NC HOUSE OF REPRESENTATIVES DISTRICT 097 (REP),Nic Haag,REP,1412
6,DAVIE COUNTY SHERIFF (REP),Nelson Turrentine,REP,239
4,GATES COUNTY CLERK OF SUPERIOR COURT (DEM),Nell F. Wiggins,DEM,1319
18,MOORE COUNTY SHERIFF (REP),Neil Godfrey,REP,5142
1431,NC STATE SENATE DISTRICT 21 (DEM),Naveed Aziz,DEM,5177
1352,NC HOUSE OF REPRESENTATIVES DISTRICT 115 (REP),Nathan West,REP,991
1019,NC HOUSE OF REPRESENTATIVES DISTRICT 004 (REP),Nathan Ray Riggs,REP,541
4,TYRRELL COUNTY SHERIFF (DEM),Nathan A. McPeak,DEM,208
1,GREENE COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (DEM),Natasha Sutton,DEM,1247
8,DURHAM COUNTY BOARD OF EDUCATION DISTRICT 4,Natalie Beyer,,4869
1305,NC HOUSE OF REPRESENTATIVES DISTRICT 099 (DEM),Nasif Majeed,DEM,3010
4,BUNCOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Nancy Nehls Nelson,DEM,2413
1482,NC STATE SENATE DISTRICT 38 (DEM),Mujtaba A. Mohammed,DEM,6899
17,WARREN COUNTY BOARD OF EDUCATION DISTRICT 1,Ms. V. Lehman,,1397
1311,NC HOUSE OF REPRESENTATIVES DISTRICT 101 (DEM),Mr. Gregory J. Miller,DEM,372
1,PENDER COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (DEM),Morgan A. Lashaw,DEM,1014
21,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 3,Monica Graham (Write-In),,1
10,GATES COUNTY BOARD OF COMMISSIONERS GATES DISTRICT (DEM),Moe Brooks,DEM,968
24,STANLY COUNTY BOARD OF EDUCATION AT-LARGE (REP),Mitzi Webb,REP,2767
6,DAVIE COUNTY SHERIFF (REP),Mitchell W. Whitener,REP,1834
10,SCOTLAND COUNTY SHERIFF (DEM),Mitch Johnson,DEM,1629
7,SWAIN COUNTY CLERK OF SUPERIOR COURT (DEM),Misti Watson Jones,DEM,896
46,LINCOLN COUNTY BOARD OF COMMISSIONERS (REP),Milton H. Sigmon,REP,3128
1032,NC HOUSE OF REPRESENTATIVES DISTRICT 008 (DEM),Mildred Atkinson Council,DEM,1988
22,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 6,Mike Smith,,1170
19,ORANGE COUNTY BOARD OF EDUCATION,Mike O'Hagerty,,969
15,HAYWOOD COUNTY TAX COLLECTOR (REP),Mike Matthews,REP,1011
9,DURHAM COUNTY BOARD OF EDUCATION DISTRICT 1,Mike Lee,,3776
6,CURRITUCK COUNTY BOARD OF COMMISSIONERS AT-LARGE (REP),Mike Hall,REP,1183
9,STANLY COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (REP),Mike Barbee,REP,3621
4,DURHAM COUNTY SHERIFF (DEM),Mike Andrews,DEM,9758
23,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 8,Michica Bowden (Write-In),,1
1442,NC STATE SENATE DISTRICT 25 (REP),Michelle Lexo,REP,5701
1533,US HOUSE OF REPRESENTATIVES DISTRICT 04 (DEM),Michelle Laws,DEM,11120
1,HENDERSON COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (DEM),Michelle Antalec,DEM,1023
1016,NC HOUSE OF REPRESENTATIVES DISTRICT 003 (REP),Michael Speciale,REP,2947
3,MCDOWELL COUNTY BOARD OF COMMISSIONERS (REP),Michael Seay,REP,581
13,CHATHAM COUNTY SHERIFF (DEM),Michael R. (Mike) Roberson,DEM,6315
18,ROWAN COUNTY BOARD OF COMMISSIONERS (REP),Michael Julian,REP,2214
16,FRANKLIN COUNTY BOARD OF EDUCATION AT-LARGE,Michael J. Hurt,,2287
21,STANLY COUNTY CLERK OF SUPERIOR COURT (REP),Michael Huneycutt,REP,5174
4,HALIFAX COUNTY CLERK OF SUPERIOR COURT (DEM),"Michael Hawkins, Sr.",DEM,3731
1089,NC HOUSE OF REPRESENTATIVES DISTRICT 027 (DEM),Michael H. Wray,DEM,7319
1203,NC HOUSE OF REPRESENTATIVES DISTRICT 065 (DEM),Michael H. (Mike) Lee,DEM,1394
21,STANLY COUNTY CLERK OF SUPERIOR COURT (REP),Michael Greene,REP,1907
4,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Michael Freeman,DEM,1613
7,DAVIDSON COUNTY REGISTER OF DEEDS (REP),Michael E. Horne,REP,10276
4,CASWELL COUNTY SHERIFF (DEM),Michael Dodson,DEM,1964
4,CALDWELL COUNTY BOARD OF COMMISSIONERS (DEM),Michael D. Careccia,DEM,507
1256,NC HOUSE OF REPRESENTATIVES DISTRICT 083 (REP),Michael Anderson,REP,1485
3,ALAMANCE COUNTY CLERK OF SUPERIOR COURT (REP),Meredith Tuck Edwards,REP,4380
21,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 3,Melissa Ocean (Write-In),,1
19,VANCE COUNTY SHERIFF (DEM),Melissa Elliott,DEM,662
20,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 2,Melissa Davis Ocean,,807
22,FRANKLIN COUNTY BOARD OF EDUCATION SEAT 5,Meghan Jordan,,674
6,ALLEGHANY COUNTY BOARD OF COMMISSIONERS (REP),Mechelle K. Luffman,REP,370
6,BURKE COUNTY BOARD OF COMMISSIONERS (REP),Maynard Taylor,REP,1995
3,MCDOWELL COUNTY BOARD OF COMMISSIONERS (REP),Matthew Crawford,REP,1070
4,SCOTLAND COUNTY BOARD OF COMMISSIONERS STEWARTSVILLE TWP (DEM),Matthew Block,DEM,1829
3,MITCHELL COUNTY BOARD OF COMMISSIONERS (REP),Matthew (Vern) Grindstaff,REP,1292
10,BOARD OF EDUCATION,Matthew (Matt) Peeler,,493
10,BOARD OF EDUCATION,"Matthew ""Matt"" Peeler",,0
7,DURHAM COUNTY BOARD OF EDUCATION DISTRICT 3,Matt Sears,,6710
1614,DISTRICT ATTORNEY DISTRICT 20 (DEM),Matt Scott,DEM,11773
4,WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Matt Calabria,DEM,32372
15,CURRITUCK COUNTY SHERIFF (REP),Matt Beickert,REP,2285
7,PITT COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Mary Perkins Williams,DEM,1106
21,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 3,Mary Klinikowski (Write-In),,1
23,CITY OF LINCOLNTON CITY COUNCIL WARD 1 (DEM),Mary Frances White,DEM,624
1670,DISTRICT ATTORNEY DISTRICT 42 (REP),Mary Ann J. Hollocker,REP,5303
3,IREDELL COUNTY BOARD OF COMMISSIONERS (REP),Marvin Norman,REP,4987
16,WASHINGTON COUNTY SHERIFF (DEM),Marvin L. Franklin,DEM,264
7,MARTIN COUNTY SHERIFF (DEM),Marvin Hilliard,DEM,1637
19,EDGECOMBE COUNTY BOARD OF EDUCATION DISTRICT 7,Marva G. Scott,,179
1499,NC STATE SENATE DISTRICT 44 (REP),Martin Oakes,REP,2370
1074,NC HOUSE OF REPRESENTATIVES DISTRICT 022 (DEM),Martin (Tony) Denning,DEM,2858
3,CITY OF ALBEMARLE CITY COUNCIL (AT-LARGE) (REP),Martha E. Hughes,REP,968
4,GATES COUNTY CLERK OF SUPERIOR COURT (DEM),Marsha F. Langston,DEM,778
23,FRANKLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (DEM),Mark Speed,DEM,602
1,MADISON COUNTY BOARD OF COMMISSIONERS (DEM),Mark Snelson,DEM,1589
6,DAVIE COUNTY SHERIFF (REP),Mark S. Howell,REP,267
4,HAYWOOD COUNTY BOARD OF COMMISSIONERS (REP),Mark Pless,REP,1162
27,CHEROKEE COUNTY BOARD OF EDUCATION DISTRICT III (REP),Mark Patterson,REP,1786
1553,US HOUSE OF REPRESENTATIVES DISTRICT 11 (REP),Mark Meadows,REP,35665
1184,NC HOUSE OF REPRESENTATIVES DISTRICT 059 (REP),Mark McDaniel,REP,1013
39,COLUMBUS COUNTY SHERIFF (REP),Mark Lewis,REP,246
10,ORANGE COUNTY CLERK OF SUPERIOR COURT (DEM),Mark Kleinschmidt,DEM,9955
19,MECKLENBURG COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),Mark Jerrell,DEM,4057
1493,NC STATE SENATE DISTRICT 42 (REP),Mark Hollo,REP,6506
1547,US HOUSE OF REPRESENTATIVES DISTRICT 09 (REP),Mark Harris,REP,17302
6,ALLEGHANY COUNTY BOARD OF COMMISSIONERS (REP),Mark Evans,REP,583
19,SURRY COUNTY BOARD OF COMMISSIONERS CENTRAL DISTRICT (REP),Mark A. Marion,REP,2589
16,NORTHAMPTON COUNTY BOARD OF EDUCATION,Marjorie Edwards,,2074
12,CURRITUCK COUNTY BOARD OF COMMISSIONERS DISTRICT 5 (REP),Marion Gilbert,REP,906
28,JACKSON COUNTY BOARD OF EDUCATION DISTRICT 5,Margaret M. McRae,,2579
13,VANCE COUNTY BOARD OF EDUCATION DISTRICT 6 (DEM),Margaret A. Ellis,DEM,394
16,VANCE COUNTY BOARD OF EDUCATION DISTRICT 7 (DEM),Marcia Lynnette Allen,DEM,262
1545,US HOUSE OF REPRESENTATIVES DISTRICT 08 (DEM),Marc Tiegel,DEM,5992
14,SURRY COUNTY BOARD OF EDUCATION DISTRICT 2,Mamie McKinney Sutphin,,4164
10,FORSYTH COUNTY BOARD OF EDUCATION DISTRICT 1 (DEM),Malishai (Shai) Woodbury,DEM,3001
9,POLK COUNTY SHERIFF (REP),M. Darryl Bailey,REP,713
18,WARREN COUNTY BOARD OF EDUCATION DISTRICT 2,Lynne Lassiter,,500
6,CABARRUS COUNTY BOARD OF COMMISSIONERS (REP),Lynn Shue,REP,6716
23,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 8,Lynn Locklear (Write-In),,11
22,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 6,Lynn Locklear,,645
6,GRAHAM COUNTY BOARD OF COMMISSIONERS (REP),Lynn Cody,REP,751
1416,NC STATE SENATE DISTRICT 16 (DEM),Luis Toledo,DEM,6890
16,NORTHAMPTON COUNTY BOARD OF EDUCATION,Lucy M. Edwards,,2493
1311,NC HOUSE OF REPRESENTATIVES DISTRICT 101 (DEM),Lucille Puckett,DEM,1463
18,HENDERSON COUNTY SHERIFF (REP),Lowell Griffin,REP,7343
12,DAVIE COUNTY BOARD OF EDUCATION (REP),Lori Sluder Smith,REP,4069
15,FORSYTH COUNTY BOARD OF EDUCATION DISTRICT 2 (REP),Lori Goins Clark,REP,6244
1383,NC STATE SENATE DISTRICT 05 (DEM),Lonnie Carraway,DEM,3224
1470,NC STATE SENATE DISTRICT 34 (DEM),Lisaney Kong,DEM,658
1028,NC HOUSE OF REPRESENTATIVES DISTRICT 007 (REP),Lisa Stone Barnes,REP,2203
1373,NC STATE SENATE DISTRICT 02 (REP),Lisa Oakley,REP,3510
19,ORANGE COUNTY BOARD OF EDUCATION,Lisa Knapp (Write-In),,13
7,CUMBERLAND COUNTY CLERK OF SUPERIOR COURT (DEM),Lisa A. Scales,DEM,12946
4,WAKE COUNTY BOARD OF COMMISSIONERS DISTRICT 2 (DEM),Lindy M. Brown,DEM,30339
20,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 2,Lindor Morrison (Write-In),,1
15,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 4 (REP),Linda Welborn,REP,1525
1,SCOTLAND COUNTY BOARD OF COMMISSIONERS SPRING HILL TOWNSHIP (DEM),Linda Tindall,DEM,1316
21,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 3,Linda O. Emanuel,,1054
20,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 2,Linda Emanuel (Write-In),,5
23,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 8,Linda Emanuel (Write-In),,9
1139,NC HOUSE OF REPRESENTATIVES DISTRICT 044 (REP),Linda Devore,REP,1531
1527,US HOUSE OF REPRESENTATIVES DISTRICT 02 (DEM),Linda Coleman,DEM,18650
18,WARREN COUNTY BOARD OF EDUCATION DISTRICT 2,Linda Byrd,,872
15,FORSYTH COUNTY BOARD OF EDUCATION DISTRICT 2 (REP),Lida Calvert Hayes,REP,6084
37,COLUMBUS COUNTY SHERIFF (DEM),Lewis L. Hatcher,DEM,3602
18,GATES COUNTY BOARD OF EDUCATION DISTRICT 5,Leslie S. Byrum,,1993
1068,NC HOUSE OF REPRESENTATIVES DISTRICT 020 (DEM),Leslie Cohen,DEM,2105
1,HERTFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (DEM),Leroy Douglas,DEM,1524
17,GRANVILLE COUNTY BOARD OF EDUCATION DISTRICT 4,"Leonard E. Peace, Sr.",,344
10,HERTFORD COUNTY SHERIFF (DEM),Leon Eason,DEM,997
16,DAVIDSON COUNTY CLERK OF SUPERIOR COURT (REP),Leigh Truelove,REP,8009
19,MECKLENBURG COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),Leigh Altman,DEM,3689
7,ANSON COUNTY BOARD OF COMMISSIONERS DISTRICT 5 (DEM),"Lee Roy Lookabill, Jr.",DEM,172
9,JOHNSTON COUNTY BOARD OF COMMISSIONERS DISTRICT 6 (UNEXPIRED (REP),Lee Jackson,REP,3081
1568,DISTRICT ATTORNEY DISTRICT 03 (REP),Lee Allen,REP,3058
15,FORSYTH COUNTY BOARD OF EDUCATION DISTRICT 2 (REP),Leah H. Crowley,REP,5308
7,ANSON COUNTY BOARD OF COMMISSIONERS DISTRICT 5 (DEM),Lawrence Gatewood,DEM,309
1074,NC HOUSE OF REPRESENTATIVES DISTRICT 022 (DEM),Lawrence A. Aycock,DEM,2195
19,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 8 (DEM),Laverne Carter,DEM,389
3,CUMBERLAND COUNTY SHERIFF (REP),LaRue Windham,REP,944
1013,NC HOUSE OF REPRESENTATIVES DISTRICT 002 (REP),Larry Yarborough,REP,1519
1250,NC HOUSE OF REPRESENTATIVES DISTRICT 081 (REP),Larry W. Potts,REP,7697
4,SURRY COUNTY BOARD OF COMMISSIONERS MOUNT AIRY DISTRICT (REP),Larry R. Phillips,REP,2274
13,GRAHAM COUNTY SHERIFF (DEM),Larry Icenhower,DEM,57
1256,NC HOUSE OF REPRESENTATIVES DISTRICT 083 (REP),Larry G. Pittman,REP,2596
6,ASHE COUNTY BOARD OF COMMISSIONERS (REP),Larry Dix,REP,1389
15,PENDER COUNTY SHERIFF (REP),Larry Brown,REP,257
6,STANLY COUNTY BOARD OF COMMISSIONERS AT-LARGE (REP),Lane Furr,REP,3702
25,ANSON COUNTY SHERIFF (DEM),Landric Reid,DEM,1961
4,DAVIDSON COUNTY BOARD OF COMMISSIONERS (REP),Lance Barrett,REP,5488
20,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 2,LaKishia Spaulding Sweat,,266
10,SURRY COUNTY CLERK OF SUPERIOR COURT (REP),L. Neil Brendle,REP,2958
9,PERSON COUNTY BOARD OF COMMISSIONERS (REP),Kyle W. Puryear,REP,698
1542,US HOUSE OF REPRESENTATIVES DISTRICT 07 (DEM),Kyle Horton,DEM,21494
130010,KANNAPOLIS CITY SCHOOLS BOARD OF EDUCATION AREA I,Kristina Tutterow Cook,,784
6,TRANSYLVANIA COUNTY CLERK OF SUPERIOR COURT (REP),Kristi B. Brown,REP,2195
4,ALAMANCE COUNTY BOARD OF COMMISSIONERS (DEM),Kristen Powers,DEM,4220
6,CATAWBA COUNTY BOARD OF COMMISSIONERS (REP),Kitty Barnes,REP,11498
7,BOARD OF EDUCATION,Kisha D. Norman,,103
1425,NC STATE SENATE DISTRICT 19 (DEM),Kirk DeViere,DEM,5257
6,ROCKINGHAM COUNTY BOARD OF EDUCATION AT-LARGE (REP),Kimberly W. McMichael,REP,3669
1382,NC STATE SENATE DISTRICT 05 (REP),Kimberly Robb,REP,4189
16,SAMPSON COUNTY BOARD OF EDUCATION,Kim Schmidlin,,742
3,CATAWBA COUNTY CLERK OF SUPERIOR COURT (REP),Kim Richards Sigmon,REP,10556
8,SURRY COUNTY CLERK OF SUPERIOR COURT (DEM),Kim Goings Thomas,DEM,1315
23,JACKSON COUNTY CLERK OF SUPERIOR COURT (DEM),Kim Coggins Poteet,DEM,751
16,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 6 (DEM),Khem Denise Irby,DEM,1528
6,SWAIN COUNTY BOARD OF COMMISSIONERS MEMBERS (REP),Kevin Seagle,REP,276
12,CAMDEN COUNTY SHERIFF (REP),Kevin Jones,REP,576
9,AVERY COUNTY SHERIFF (REP),Kevin Frye,REP,1702
6,CURRITUCK COUNTY BOARD OF COMMISSIONERS AT-LARGE (REP),Kevin E. McCord,REP,1736
6,DAVIE COUNTY SHERIFF (REP),Kevin Curtiss,REP,93
25,ANSON COUNTY SHERIFF (DEM),Kevin (Catfish) Marshall,DEM,267
13,GRAHAM COUNTY SHERIFF (DEM),Kent Williams,DEM,213
23,ROBESON COUNTY BOARD OF EDUCATION DISTRICT 8,Kenneth Jones (Write-In),,1
3,MITCHELL COUNTY BOARD OF COMMISSIONERS (REP),Ken W. Hollifield,REP,682
1527,US HOUSE OF REPRESENTATIVES DISTRICT 02 (DEM),Ken Romley,DEM,10742
13,ONSLOW COUNTY BOARD OF EDUCATION (REP),Ken Reddic,REP,4883
3,CARTERET COUNTY CLERK OF SUPERIOR COURT (REP),Ken Raper,REP,3862
26,JACKSON COUNTY BOARD OF EDUCATION DISTRICT 2,Ken Henke,,1792
1163,NC HOUSE OF REPRESENTATIVES DISTRICT 052 (REP),Ken Byrd,REP,4015
7,HOKE COUNTY SHERIFF (DEM),Kemp Crumpler,DEM,663
13,SAMPSON COUNTY SHERIFF (DEM),Kemely Pickett,DEM,1236
7,NORTHAMPTON COUNTY BOARD OF COMMISSIONERS DISTRICT 5 (DEM),Kelvin Edwards,DEM,2239
7,CLAY COUNTY BOARD OF EDUCATION (REP),Kelly L. Crawford,REP,1280
1337,NC HOUSE OF REPRESENTATIVES DISTRICT 110 (REP),Kelly E. Hastings,REP,2038
1557,US HOUSE OF REPRESENTATIVES DISTRICT 12 (DEM),Keith Young,DEM,2549
7,GUILFORD COUNTY BOARD OF EDUCATION AT-LARGE (DEM),"Keith McInnis, Sr.",DEM,3977
1244,NC HOUSE OF REPRESENTATIVES DISTRICT 079 (REP),Keith Kidwell,REP,4176
15,GRAHAM COUNTY SHERIFF (REP),Keith Eller,REP,278
12,ROCKINGHAM COUNTY BOARD OF COMMISSIONERS (REP),Keith (Zero) Mabe,REP,1676
10,BOARD OF EDUCATION,Keisha Darden (Write-In),,10
15,CHEROKEE COUNTY BOARD OF EDUCATION AT-LARGE (REP),Keesha Curtis,REP,1719
17,GRANVILLE COUNTY BOARD OF EDUCATION DISTRICT 4,Katrina Burton Waters,,278
7,DURHAM COUNTY BOARD OF EDUCATION DISTRICT 3,Katie E. Jones,,2539
10,AVERY COUNTY BOARD OF EDUCATION,Katie Calloway,,532
1560,US HOUSE OF REPRESENTATIVES DISTRICT 13 (DEM),Kathy Manning,DEM,19554
6,ALLEGHANY COUNTY BOARD OF COMMISSIONERS (REP),Kathy A. Murphy,REP,277
9,ALLEGHANY COUNTY BOARD OF EDUCATION (REP),Kathleen Hamm,REP,220
1182,NC HOUSE OF REPRESENTATIVES DISTRICT 058 (DEM),Katelyn (Kate) Flippen,DEM,1027
4,DAVIDSON COUNTY BOARD OF COMMISSIONERS (REP),Karen Watford,REP,10008
7,ALLEGHANY COUNTY BOARD OF EDUCATION (DEM),Karen Gambill Leys,DEM,597
7,BOARD OF EDUCATION,Karen Clough,,388
1184,NC HOUSE OF REPRESENTATIVES DISTRICT 059 (REP),Karen C. Albright,REP,206
7,MADISON BOARD OF EDUCATION CHAIR (DEM),Karen Blevins,DEM,1316
1032,NC HOUSE OF REPRESENTATIVES DISTRICT 008 (DEM),Kandie D. Smith,DEM,2791
1208,NC HOUSE OF REPRESENTATIVES DISTRICT 067 (REP),Justin P. Burr,REP,3874
22,PENDER COUNTY BOARD OF EDUCATION DISTRICT 4 (DEM),June M. Robbins,DEM,1262
1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS (DEM),Julia Olson-Boseman,DEM,7894
11,PAMLICO COUNTY BOARD OF EDUCATION AT-LARGE,Judy Lee Humphries,,1227
18,ROWAN COUNTY BOARD OF COMMISSIONERS (REP),Judy Klusman,REP,4706
1,HERTFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 1 (DEM),"Juan Vaughan, Sr.",DEM,1105
4,NORTHAMPTON COUNTY BOARD OF COMMISSIONERS DISTRICT 4 (DEM),Joyce V. Buffaloe,DEM,2215
10,HALIFAX COUNTY BOARD OF EDUCATION,Joyce Silver Lashley,,2944
1460,NC STATE SENATE DISTRICT 31 (REP),Joyce Krawiec,REP,6436
1314,NC HOUSE OF REPRESENTATIVES DISTRICT 102 (DEM),Josh Jarrett,DEM,1008
1049,NC HOUSE OF REPRESENTATIVES DISTRICT 014 (REP),Joseph R. McLaughlin,REP,1917
15,STANLY COUNTY BOARD OF COMMISSIONERS DISTRICT 3 (REP),Joseph L. Burleson,REP,3146
15,GRAHAM COUNTY SHERIFF (REP),Joseph Jones,REP,603
4,HYDE COUNTY BOARD OF COMMISSIONERS SWAN QUARTER TOWNSHIP (DEM),Joseph (Joey) Williams,DEM,285
6,ASHE COUNTY BOARD OF COMMISSIONERS (REP),Joseph (Joe) Miller,REP,585
6,AVERY COUNTY BOARD OF COMMISSIONERS (REP),Jonathan Sheppard,REP,804
1286,NC HOUSE OF REPRESENTATIVES DISTRICT 093 (REP),Jonathan C. Jordan,REP,4562
36,STANLY COUNTY SHERIFF (REP),Jonathan Barbee,REP,542
43,LINCOLN COUNTY SHERIFF (REP),Jon Propst,REP,776
1184,NC HOUSE OF REPRESENTATIVES DISTRICT 059 (REP),Jon Hardister,REP,2692
8,MONTGOMERY COUNTY SHERIFF (DEM),Johnny Smith,DEM,152
1,YANCEY COUNTY BOARD OF COMMISSIONERS (DEM),Johnny Riddle,DEM,1008
31,COLUMBUS COUNTY BOARD OF COMMISSIONERS DISTRICT 7 (DEM),Johnny Edge,DEM,180
16,WASHINGTON COUNTY SHERIFF (DEM),Johnny Barnes,DEM,1389
15,BRUNSWICK COUNTY BOARD OF EDUCATION DISTRICT 5 (REP),John W. Thompson,REP,1694
1151,NC HOUSE OF REPRESENTATIVES DISTRICT 048 (REP),John W. Imbaratto,REP,447
4,SWAIN COUNTY BOARD OF COMMISSIONERS MEMBERS (DEM),John S. Parton,DEM,756
22,JOHNSTON COUNTY BOARD OF EDUCATION,John Radford,,1508
8,SURRY COUNTY CLERK OF SUPERIOR COURT (DEM),John R. Snow,DEM,1005
