contest_group_id,contest_name,choice,choice_party,sum
4,PASQUOTANK COUNTY BOARD OF EDUCATION AT-LARGE,Shelia Williams (Write-In),,7
5,PASQUOTANK COUNTY BOARD OF EDUCATION ICL,Shelia Hughes Williams,,8359
1,POLK COUNTY REGISTER OF DEEDS,Sheila W. Whitmire,REP,8649
11,WAKE COUNTY BOARD OF EDUCATION DISTRICT 1,Sheila W. Ellis,,6829
6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Shawn Eckles,,27452
6,BRUNSWICK COUNTY BOARD OF EDUCATION DISTRICT 2,Sharon Woodard Crawford,DEM,24429
8,RANDOLPH COUNTY BOARD OF EDUCATION,Sharon Petty Farlow,,29156
4,PENDER COUNTY REGISTER OF DEEDS,Sharon Lear Willoughby,REP,20423
3,GRAHAM COUNTY BOARD OF EDUCATION,Sharon Cable Edwards,REP,2166
2,DURHAM COUNTY REGISTER OF DEEDS,Sharon A. Davis,DEM,129368
3,ALEXANDER COUNTY BOARD OF EDUCATION DISTRICT 3,Shannon Oxentine (Write-In),,5
2,ALAMANCE-BURLINGTON BOARD OF EDUCATION,Shanee Cowland (Write-In),,7
7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Shane Whitaker,,25575
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Shane Oakley (Write-In),,7
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Shane Leatherwood (Write-In),,5
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Shane Jones (Write-In),,14
3,GRAHAM COUNTY BOARD OF EDUCATION,Shane Garland,DEM,1576
3,MITCHELL COUNTY BOARD OF EDUCATION,Shane Biddix,,2344
1283,NC DISTRICT COURT JUDGE DISTRICT 14 (MARSH),Shamieka LaCher Rhinehart,,84618
2,ALAMANCE-BURLINGTON BOARD OF EDUCATION,Seneca Rogers (Write-In),,8
2,FORSYTH COUNTY BOARD OF COMMISSIONERS - DISTRICT B,Selester Stewart,DEM,42441
7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sekender Khan,,2850
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sean McCabe (Write-In),,5
4,PASQUOTANK COUNTY BOARD OF EDUCATION AT-LARGE,Sean Lavin (Write-In),,143
6,PASQUOTANK COUNTY BOARD OF EDUCATION OCL,Sean Lavin (Write-In),,41
1,PASQUOTANK COUNTY BOARD OF COMMISSIONERS AT-LARGE,Sean Lavin,UNA,5663
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sean Husk (Write-In),,6
1002,US SENATE,Sean Haugh,LIB,167592
1180,NC HOUSE OF REPRESENTATIVES DISTRICT 105,Scott Stone,REP,21853
4,HAYWOOD COUNTY BOARD OF EDUCATION BEAVERDAM DISTRICT,Scott Smith,,12233
5,BURKE COUNTY  BOARD OF COMMISSIONERS,Scott Mulwee,REP,20774
1279,NC DISTRICT COURT JUDGE DISTRICT 13 (USSERY),Scott L. Ussery,,73699
7,IREDELL COUNTY BOARD OF COMMISSIONERS,Scott Kazura,DEM,16865
2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Scott Galloway (Write-In),,8
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Scott Galloway,,6719
2,OCRACOKE SANITARY DISTRICT SUPERVISORS,Scott Bradley,,383
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Scott Alexander (Write-In),,31
1134,NC HOUSE OF REPRESENTATIVES DISTRICT 059,Scott A. Jones,DEM,19060
2,ALEXANDER COUNTY BOARD OF EDUCATION DISTRICT 1,Scott A. Bowman,,4556
1165,NC HOUSE OF REPRESENTATIVES DISTRICT 090,Sarah Stevens,REP,23678
1368,DISTRICT ATTORNEY DISTRICT 22A,Sarah Kirkman,REP,74384
5,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 7,Sarah Benischek,,22194
4,CLAY COUNTY BOARD OF COMMISSIONERS,Sandy Zimmerman,DEM,2624
2,NEW HANOVER COUNTY BOARD OF EDUCATION,Sandra Leigh,DEM,46061
1236,NC DISTRICT COURT JUDGE DISTRICT 05 (RAY),Sandra Alice Ray,,56235
5,STANLY COUNTY BOARD OF EDUCATION DISTRICT 4,Sandee T. Lambert,UNA,8504
2,CAMDEN COUNTY BOARD OF COMMISSIONERS AT-LARGE,Samuel K. Shaw,DEM,1861
9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,"Samuel Green, Jr.",,14444
4,MCDOWELL COUNTY BOARD OF EDUCATION MARION,Samantha Parrow,,4851
4,DAVIDSON COUNTY BOARD OF EDUCATION,Samantha Ogle,,15398
1288,NC DISTRICT COURT JUDGE DISTRICT 15B (ANDERSON),Samantha Cabe,,56896
1155,NC HOUSE OF REPRESENTATIVES DISTRICT 080,Sam Watford,REP,31287
12,FORSYTH SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sam Solomon,,26202
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sam Sawyer (Write-In),,9
9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Sam Perkins (Write-In),,7
1076,NC HOUSE OF REPRESENTATIVES DISTRICT 001,Sam Davis,DEM,14240
1288,NC DISTRICT COURT JUDGE DISTRICT 15B (ANDERSON),Sam Cooper,,36518
3,MITCHELL COUNTY BOARD OF EDUCATION,Sam Blevins,,3012
860006,TOWN OF ELKIN MAYOR,Sam Bishop,,1438
1251,NC DISTRICT COURT JUDGE DISTRICT 09 (FINCH),S. Quon Bridges,,28698
2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,S. Jerome Shaw,,36830
7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ryan Patterson,,25710
6,STANLY COUNTY BOARD OF EDUCATION DISTRICT 5,Ryan McIntyre,REP,20319
7,ALEXANDER COUNTY BOARD OF COMMISSIONERS,Ryan Mayberry,REP,9701
4,DAVIDSON COUNTY BOARD OF EDUCATION,Ryan Linn  Davis,,8972
2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,"Russell Victor Olson, Jr. (Write-In)",,7
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Russell Vannoy,,10287
2,POLK COUNTY BOARD OF COMMISSIONERS AT-LARGE,Russell A. Mierop,DEM,3261
3,WASHINGTON COUNTY BOARD OF EDUCATION DISTRICT 1,"Ruffin Gill, Jr.",DEM,4406
5,ONSLOW COUNTY BOARD OF COMMISSIONERS,Royce Bennett,REP,31871
5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Roy McDonald (Write-In),,1
4,CHEROKEE COUNTY BOARD OF COMMISSIONERS DISTRICT V,Roy Dickey,REP,9113
1016,NC GOVERNOR,Roy Cooper,DEM,2309157
13,WAKE COUNTY BOARD OF EDUCATION DISTRICT 3,Roxie Cash,,28916
2,ANSON COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Ross Streater,DEM,1284
2,CAMDEN COUNTY BOARD OF COMMISSIONERS AT-LARGE,Ross Munro,REP,2993
1,DARE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Rosemarie Doshier,DEM,7923
1108,NC HOUSE OF REPRESENTATIVES DISTRICT 033,Rosa U. Gill,DEM,33094
3,HOKE COUNTY BOARD OF EDUCATION,Rosa (Niecy) McAllister-McRae,,11593
4,GASTON COUNTY BOARD OF COMMISSIONERS SOUTH POINT TOWNSHIP,Ronnie Worley,REP,58663
1,STOKES COUNTY BOARD OF COMMISSIONERS,Ronnie Mendenhall,REP,15978
2,CLEVELAND COUNTY BOARD OF COMMISSIONERS,Ronnie Hawkins,REP,25612
4,HAYWOOD COUNTY BOARD OF EDUCATION BEAVERDAM DISTRICT,Ronnie D. Clark,,16479
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ronnie D. Burnette,,20730
2,CATAWBA COUNTY BOARD OF EDUCATION,Ronn Abernathy,,16932
1037,NC STATE SENATE DISTRICT 12,Ronald Rabin,REP,45228
6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Ronald McPherson,,129
5,JOHNSTON COUNTY BOARD OF EDUCATION,Ronald Johnson,,40771
9,HERTFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Ronald J. Gatling,DEM,7079
13,SURRY COUNTY BOARD OF COMMISSIONERS EAST DISTRICT,Ronald Bowman,DEM,8746
10,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ronald Allen (Write-In),,11
1,BERTIE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Ronald (Ron) Wesson,DEM,6688
8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ronald  W. Hawkins,,23928
2,BOARD OF EDUCATION DISTRICT 6,Ron Ross,,651
6,JACKSON COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Ron Mau,REP,9622
3,TRANSYLVANIA COUNTY BOARD OF EDUCATION,Ron Kiviniemi,,10390
2,CATAWBA COUNTY BOARD OF EDUCATION,Ron Jones,,6396
8,WATAUGA COUNTY BOARD OF EDUCATION,Ron Henries,,15297
4,CHOWAN COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Ron Cummings,REP,1620
1344,NC DISTRICT COURT JUDGE DISTRICT 26 (CHAPMAN),Ron Chapman,,264116
4,YANCEY COUNTY BOARD OF COMMISSIONERS,Ron Chandler,UNA,3297
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Roger T. Tate,,57518
10,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Roger Hurst,,42120
4,ROBESON COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Roger Dean Oxendine,DEM,3121
760011,ARCHDALE CITY COUNCIL WARD 2,Roger Blackwell,,4188
4,CARTERET COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Roger A. Eaton,DEM,10696
1174,NC HOUSE OF REPRESENTATIVES DISTRICT 099,Rodney W. Moore,DEM,28838
3,GRAHAM COUNTY BOARD OF EDUCATION,Rodney Nelson,REP,2479
4,STOKES COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISO,Rodney Johnson (Write-In),,6
9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Rodney Campbell (Write-In),,8
1088,NC HOUSE OF REPRESENTATIVES DISTRICT 013,Rodney Alexander,DEM,12024
9,SOIL WATER CONSERVATION DISTRICT SUPERVISOR,"Rodney (Rod) Smith, Jr.",,20238
4,ALEXANDER COUNTY BOARD OF EDUCATION DISTRICT 4,Rodger (Peanut) White,,1252
1125,NC HOUSE OF REPRESENTATIVES DISTRICT 050,Rod Chaney,REP,20347
1178,NC HOUSE OF REPRESENTATIVES DISTRICT 103,Rochelle Rivas,DEM,16922
9,EDGECOMBE COUNTY REGISTER OF DEEDS,Robin Williams Carpenter,DEM,18372
1233,NC DISTRICT COURT JUDGE DISTRICT 05 (ROBINSON),Robin Wicks Robinson,,87523
8,TOWN OF DOBSON COMMISSIONER,Robin Testerman,,325
5,NORTHAMPTON COUNTY REGISTER OF DEEDS,Robin Phillips Williams,DEM,7098
5,ONSLOW COUNTY BOARD OF COMMISSIONERS,Robin Knapp,REP,31495
1,HAYWOOD COUNTY BOARD OF COMMISSIONERS,Robin Greene Black,DEM,9741
1270,NC DISTRICT COURT JUDGE DISTRICT 11 (BRYANT),"Robert W. Bryant, Jr.",,87812
1129,NC HOUSE OF REPRESENTATIVES DISTRICT 054,Robert T. Reives II,DEM,24773
1112,NC HOUSE OF REPRESENTATIVES DISTRICT 037,Robert Rose,LIB,2474
12,BUNCOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 3 UNEXPIRED,Robert Pressley,REP,23096
1388,US HOUSE OF REPRESENTATIVES DISTRICT 9,Robert Pittenger,REP,193452
1,HENDERSON COUNTY BOARD OF EDUCATION,Robert Mangone (Write-In),,5
25,PITT COUNTY BOARD OF EDUCATION DISTRICT 1,Robert L. Moore,,5872
1394,NC SUPERIOR COURT JUDGE DISTRICT 3B,Robert J. McAfee,,37268
1393,NC SUPREME COURT ASSOCIATE JUSTICE,Robert H. (Bob) Edmunds,,1803425
760012,ARCHDALE CITY COUNCIL WARD 3,Robert E. (Trey) Gray III,,4096
1379,NC SUPERIOR COURT JUDGE DISTRICT 20B,Robert D. Palmer,,37887
4,CLAY COUNTY BOARD OF COMMISSIONERS,Robert Cline Penland,REP,3416
11,WINSTON SALEM CITY COUNCIL - WEST WARD,Robert Clark,REP,13269
1,NASH COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,"Robert C. Glover, Jr.",,32021
1061,NC STATE SENATE DISTRICT 36,Robert Brown,DEM,35664
16,MOORE COUNTY BOARD OF EDUCATION DISTRICT II,Robert Bonville (Write-In),,7
2,BEAUFORT COUNTY BOARD OF COMMISSIONERS,Robert Belcher,DEM,2928
1266,NC DISTRICT COURT JUDGE DISTRICT 10 (RADER),Robert B. Rader,,258917
1,HOKE COUNTY BOARD OF COMMISSIONERS,Robert A. (Bobby) Wright,DEM,9578
2,CABARRUS COUNTY SCHOOLS BOARD OF EDUCATION,Robert (Rob) Walter,,34784
2,SAMPSON COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Robert (Jerol) Kivett,REP,4226
3,SCOTLAND COUNTY BOARD OF COMMISSIONERS WILLIAMSON,"Robert (Bob) Davis, Sr.",DEM,7332
9,BUNCOMBE COUNTY BOARD OF EDUCATION OWEN DISTRICT,Robert (Bob) Chilmonik,,12391
4,CALDWELL COUNTY BOARD OF COMMISSIONERS,Robbie Wilkie,REP,21606
1311,NC DISTRICT COURT JUDGE DISTRICT 19B (WILKINS),Rob Wilkins,,84399
4,CLAY COUNTY BOARD OF COMMISSIONERS,Rob Peck,REP,3570
1163,NC HOUSE OF REPRESENTATIVES DISTRICT 088,Rob Bryan,REP,21286
6,RUTHERFORD COUNTY BOARD OF EDUCATION DISTRICT 3,Ritchie Garland,DEM,10082
1373,NC COURT OF APPEALS JUDGE (ZACHARY),Rickye McKoy-Mitchell,DEM,2027078
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ricky Woody (Write-In),,10
1,NASH COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ricky Jenkins (Write-In),,6
5,NASH-ROCKY MOUNT BOARD OF EDUCATION DISTRICT 7,Ricky D. Jenkins,,4034
9,LEE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Ricky D. Frazier,DEM,10133
5,DARE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ricki Shepherd,,12855
1,HENDERSON COUNTY BOARD OF EDUCATION,Rick Wood,,25162
6,SCOTLAND COUNTY BOARD OF EDUCATION STEWARTSVILLE,Rick Singletary,,7579
3,CASWELL COUNTY BOARD OF COMMISSIONERS AT-LARGE,Rick McVey,REP,6067
1036,NC STATE SENATE DISTRICT 11,Rick Horner,REP,55765
3,CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 3,Rick Hopkins (Write-In),,33
1049,NC STATE SENATE DISTRICT 24,Rick Gunn,REP,51833
5,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 6,Rick Forrester,DEM,16409
5,POLK COUNTY BOARD OF EDUCATION TRYON TOWNSHIP,Rick Covil,,7539
1390,US HOUSE OF REPRESENTATIVES DISTRICT 11,Rick Bryson,DEM,129103
2,LINCOLN COUNTY BOARD OF COMMISSIONERS,Richard W. Permenter,REP,22226
2,FORSYTH COUNTY BOARD OF COMMISSIONERS - DISTRICT B,Richard V. Linville,REP,67107
1206,NC SUPERIOR COURT JUDGE DISTRICT 16A (BROWN),Richard T. Brown,,38436
1029,NC STATE SENATE DISTRICT 04,Richard Scott,REP,27038
1334,NC DISTRICT COURT JUDGE DISTRICT 25 (HOLLOWAY),Richard S. Holloway,,106807
1293,NC DISTRICT COURT JUDGE DISTRICT 05 (DAVIS),Richard Russell Davis,,90097
1063,NC STATE SENATE DISTRICT 38,Richard Rivette,REP,17764
4,HAYWOOD COUNTY BOARD OF EDUCATION BEAVERDAM DISTRICT,Richard Lance,,11713
1363,NC DISTRICT COURT JUDGE DISTRICT 30 (WALKER),Richard K. Walker,,66665
290005,HANDY SANITARY DISTRICT SUPERVISOR,Richard K. Smith,,1833
1387,US HOUSE OF REPRESENTATIVES DISTRICT 8,Richard Hudson,REP,189863
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Richard Groves,,30699
1199,NC COURT OF APPEALS JUDGE (DIETZ),Richard Dietz,REP,2353604
1,ASHE COUNTY BOARD OF COMMISSIONERS,Richard C. Blackburn,DEM,5785
1002,US SENATE,Richard Burr,REP,2395376
2,ELKIN CITY SCHOOLS BOARD OF EDUCATION CITY DISTRICT,Richard Brinegar,,1510
2,DAVIE COUNTY BOARD OF COMMISSIONERS,Richard B. Poindexter,REP,11966
2,UNION COUNTY BOARD OF COMMISSIONERS,"Richard B. Helms, Sr.",REP,57564
1350,NC DISTRICT COURT JUDGE DISTRICT 27A (ABERNETHY),Richard B. Abernethy,,61358
10,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Richard Allen (Write-In),,6
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Richard (Ricky) Cannon,,9179
1236,NC DISTRICT COURT JUDGE DISTRICT 05 (RAY),Richard (Ray) Kern,,43758
5,JOHNSTON COUNTY BOARD OF EDUCATION,Rich Nixon (Write-In),,27
1101,NC HOUSE OF REPRESENTATIVES DISTRICT 026,Rich Nixon,DEM,18716
4,POLK COUNTY BOARD OF EDUCATION SALUDA TOWNSHIP,Rhonda M. Corley,,7019
2,POLK COUNTY BOARD OF COMMISSIONERS AT-LARGE,Rhonda Lewis,DEM,3726
1193,NC HOUSE OF REPRESENTATIVES DISTRICT 118,Rhonda Cole Schandevel,DEM,17549
3,LENOIR COUNTY BOARD OF COMMISSIONERS AT-LARGE,Reuben J. Davis,DEM,13289
8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Reuben Cashwell,,26840
1271,NC DISTRICT COURT JUDGE DISTRICT 11 (FAIRCLOTH),Resson Faircloth,,88616
3,MARTIN COUNTY BOARD OF EDUCATION DISTRICT 5,Renee Purvis,,1003
3,ORANGE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Renee Price,DEM,63208
2,AVERY COUNTY REGISTER OF DEEDS,Renee Dellinger,REP,6623
1159,NC HOUSE OF REPRESENTATIVES DISTRICT 084,Rena W. Turner,REP,25414
7,DUPLIN COUNTY BOARD OF EDUCATION DISTRICT 4,Reginald Kenan,DEM,2962
2,OCRACOKE SANITARY DISTRICT SUPERVISORS,Regina O. Boor,,418
4,WELDON CITY SCHOOLS BOARD OF EDUCATION,Regina B. Brooks,,558
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Reggie King (Write-In),,6
5,CLAY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Reggie Hooper (Write-In),,54
2,ROCKINGHAM COUNTY BOARD OF COMMISSIONERS,Reece Pyrtle,REP,22808
5,UNION COUNTY BOARD OF EDUCATION DISTRICT 1,Rebekah Ratliff,,3383
5,HAYWOOD COUNTY BOARD OF EDUCATION WAYNESVILLE DISTRICT,Rebecca Benhart,,6785
5,GASTON COUNTY BOARD OF EDUCATION AT-LARGE,Rebecca Abernethy Schwindeman,,24927
1378,NC SUPERIOR COURT JUDGE DISTRICT 10C,Rebecca (Becky) Holt,,49631
1332,NC DISTRICT COURT JUDGE DISTRICT 24 (EGGERS-GRYDER),Rebecca (Becca) Eggers-Gryder,,30177
2,CLAY COUNTY BOARD OF EDUCATION,Reba Beck,REP,3761
10,WAYNE COUNTY BOARD OF EDUCATION AT-LARGE,"Raymond Smith, Jr.",,22544
4,GRAHAM COUNTY BOARD OF COMMISSIONERS (UNEXPIRED TERM),"Raymond D. Williams, Sr.",REP,2461
3,ROBESON COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Raymond Cummings,DEM,2559
6,GUILFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 8,Ray Trapp,DEM,22281
2,BOARD OF EDUCATION DISTRICT 6,Ray Miller,,636
1086,NC HOUSE OF REPRESENTATIVES DISTRICT 011,Ray Martin,REP,12924
3,PERSON COUNTY BOARD OF COMMISSIONERS,Ray Jeffers,DEM,9672
2,CATAWBA COUNTY BOARD OF EDUCATION,Ray Cerda,,3131
1,BLADEN COUNTY BOARD OF COMMISSIONERS COUNTYWIDE,Ray Britt,REP,4395
16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Ray Briggs,,163173
4,MCDOWELL COUNTY BOARD OF EDUCATION MARION,Randy Williams,,7264
4,CALDWELL COUNTY BOARD OF COMMISSIONERS,Randy T. Church,REP,22411
4,CLAY COUNTY BOARD OF COMMISSIONERS,Randy Nichols,REP,3791
500002,WHITTIER SANITARY DISTRICT,Randy L. Nations,,41
3,CAMDEN COUNTY BOARD OF COMMISSIONERS COURTHOUSE,Randy Krainiak,REP,3852
1195,NC HOUSE OF REPRESENTATIVES DISTRICT 120,Randy Hogsed,DEM,11282
7,JUNALUSKA SANITARY DISTRICT,Randy Cunningham,,1151
1,BLADEN COUNTY BOARD OF COMMISSIONERS COUNTYWIDE,Randy Crow,LIB,161
10,COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 1,Randy Coleman,,9380
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Randy Cabe,,14610
1112,NC HOUSE OF REPRESENTATIVES DISTRICT 037,Randy Barrow,DEM,22569
3,CHEROKEE COUNTY BOARD OF COMMISSIONERS DISTRICT II,Randy Barnett,DEM,5708
1300,NC DISTRICT COURT JUDGE DISTRICT 18 (JONES),Randle L. Jones,,85025
2,BOARD OF EDUCATION DISTRICT 6,Ralph Molina,,3660
1072,NC STATE SENATE DISTRICT 47,Ralph Hise,REP,56021
9,RUTHERFORD COUNTY REGISTER OF DEEDS,Rachel Thomas,REP,16946
1,HALIFAX COUNTY COMMISSIONER DISTRICT 3,Rachel K. Hux,,5273
5,YANCEY COUNTY REGISTER OF DEEDS,Rachel Austin,REP,4035
3,ENGELHARD SANITARY DISTRICT SUPERVISORS,R.S. Tony Spencer,,94
6,ROCKINGHAM COUNTY BOARD OF EDUCATION DISTRICT 3,R. Michael Jordan,,3164
1,SURRY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,R. Matthew Scott (Write-In),,7
1,CURRITUCK COUNTY BOARD OF EDUCATION FRUITVILLE TOWNSHIP,R. Darnell Gaddis,,2988
6,BOARD OF EDUCATION DISTRICT 2,Porcha Y. McMillan,,12869
1,ASHE COUNTY BOARD OF COMMISSIONERS,Polly S. Jones,DEM,5055
1201,NC SUPERIOR COURT JUDGE DISTRICT 5A,Phyllis Gorham,,23749
4,MOUNT AIRY CITY SCHOOLS BOARD OF EDUCATION DISTRICT A,Phillip W. Thacker,,3824
4,DAVIDSON COUNTY BOARD OF EDUCATION,Phillip W. Craver,,18579
1090,NC HOUSE OF REPRESENTATIVES DISTRICT 015,Phillip Shepard,REP,13273
7,RUTHERFORD COUNTY BOARD OF EDUCATION AT-LARGE,Phillip Morrow,REP,19855
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Phillip J. Lucas (Write-In),,8
11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Phillip Helms,REP,9365
2,PERSON COUNTY BOARD OF EDUCATION AT LARGE,Phillip Gillis,,8552
8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Phillip Burr (Write-In),,7
1051,NC STATE SENATE DISTRICT 26,Philip E. (Phil) Berger,REP,67908
1,COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Phil Elrod (Write-In),,5
1198,NC COURT OF APPEALS JUDGE (STEPHENS),"Phil Berger, Jr.",REP,2233730
6,CHATHAM COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Peyton Holland,UNA,16079
1179,NC HOUSE OF REPRESENTATIVES DISTRICT 104,Peter Noris,DEM,19952
1223,NC DISTRICT COURT JUDGE DISTRICT 03B (MACK),Peter Mack,,58333
1357,NC DISTRICT COURT JUDGE DISTRICT 29B (KNIGHT),Peter Knight,,55932
12,WAKE COUNTY BOARD OF EDUCATION DISTRICT 2,Peter Hochstaetter,,16780
1385,US HOUSE OF REPRESENTATIVES DISTRICT 6,Pete Glidewell,DEM,143167
9,WATAUGA COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Perry Yates,REP,14737
2,ORANGE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Penny Rich,DEM,54542
2,POLK COUNTY BOARD OF COMMISSIONERS AT-LARGE,Penny Padgett,DEM,3868
4,ROCKINGHAM COUNTY BOARD OF EDUCATION DISTRICT 1,Penny M. Owens,,3768
1346,NC DISTRICT COURT JUDGE DISTRICT 27A (THROWER),Pennie Miller Thrower,,55527
2,BOARD OF EDUCATION DISTRICT 6,Peggy Hall,,4688
5,JOHNSTON COUNTY BOARD OF EDUCATION,Peggy D. Smith,,35836
290005,HANDY SANITARY DISTRICT SUPERVISOR,Pauline Weaver,,1454
1280,NC DISTRICT COURT JUDGE DISTRICT 13 (HANKINS),Pauline Hankins,,60909
2,PERSON COUNTY BOARD OF EDUCATION AT LARGE,Paulina Lopez,,6188
1,ASHE COUNTY BOARD OF COMMISSIONERS,Paula R. Perry,REP,7345
3,MITCHELL COUNTY BOARD OF EDUCATION,Paula Hoilman Holtsclaw,,720
3,AVERY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Paul Smith (Write-In),,7
1061,NC STATE SENATE DISTRICT 36,Paul R. Newton,REP,59584
1220,NC DISTRICT COURT JUDGE DISTRICT 03B (QUINN),Paul M. Quinn,,59722
1105,NC HOUSE OF REPRESENTATIVES DISTRICT 030,Paul Luebke,DEM,37094
1057,NC STATE SENATE DISTRICT 32,"Paul Lowe, Jr.",DEM,63691
1,CUMBERLAND COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Paul L. Taylor,DEM,29568
6,MACON COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Paul Higdon,REP,10154
1,COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Paul Deyo (Write-In),,8
8,CHOWAN COUNTY BOARD OF EDUCATION DISTRICT 2,Paul Clifton,,1750
5,ONSLOW COUNTY BOARD OF COMMISSIONERS,Paul Buchanan,REP,30058
10,CURRITUCK COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Paul Beaumont,REP,9369
1269,NC DISTRICT COURT JUDGE DISTRICT 11 (HOLCOMBE),Paul A. Holcombe,,75087
1,DAVIE COUNTY BOARD OF EDUCATION,Paul A. Drechsler,REP,14752
3,STANLY COUNTY BOARD OF EDUCATION DISTRICT 2,Patty Crump,REP,23128
3,CHOWAN COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Patti F. Kersey,REP,1591
2,ALAMANCE-BURLINGTON BOARD OF EDUCATION,Patsy Simpson,,38561
1389,US HOUSE OF REPRESENTATIVES DISTRICT 10,Patrick McHenry,REP,220825
11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Patrick Kelly,DEM,12838
6,MCDOWELL COUNTY BOARD OF EDUCATION OLD FORT,Patrick Ellis,,6906
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Patrick Brown (Write-In),,11
1103,NC HOUSE OF REPRESENTATIVES DISTRICT 028,Patricia Oliver,DEM,10897
1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS,Patricia Kusek,REP,49390
10,WAYNE COUNTY BOARD OF EDUCATION AT-LARGE,Patricia Burden (Write-In),,51
