contest_group_id,contest_name,choice,choice_party,sum
2,BOARD OF EDUCATION DISTRICT 6,Patricia B. Griffin,,4545
12,WAYNE COUNTY BOARD OF EDUCATION DISTRICT 3,Patricia Ann Burden,,4549
2,BRUNSWICK COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Patricia (Pat) Sykes,REP,42267
1088,NC HOUSE OF REPRESENTATIVES DISTRICT 013,Patricia (Pat) McElraft,REP,29188
1,BUNCOMBE COUNTY REGISTER OF DEEDS,Patricia (Pat) Cothran,REP,53636
1,MECKLENBURG COUNTY COMMISSI0NER AT-LARGE,Patricia (Pat) Cotham,DEM,268307
9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Patrica Burden (Write-In),,17
11,WAYNE COUNTY BOARD OF EDUCATION DISTRICT 2,Patrica Burden (Write-In),,18
11,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Pate Pierce,,7410
10,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 3,Pat Tillman,REP,17438
1016,NC GOVERNOR,Pat McCrory,REP,2298880
1,COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Pat Lee Prescott,DEM,871
6,SCOTLAND COUNTY BOARD OF EDUCATION STEWARTSVILLE,Pat Gates,,4221
1145,NC HOUSE OF REPRESENTATIVES DISTRICT 070,Pat B. Hurley,REP,24856
2,ALAMANCE-BURLINGTON BOARD OF EDUCATION,Pamela Tyler Thompson,,39094
11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Pamela Sutton,REP,10329
7,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Pamela M. Stroupe,,28723
1,BLADEN COUNTY BOARD OF COMMISSIONERS COUNTYWIDE,Pamela Benton,DEM,1948
19,MOORE COUNTY BOARD OF EDUCATION AT-LARGE (UNEXPIRED TERM),Pam Thompson,,12844
5,HAYWOOD COUNTY BOARD OF EDUCATION WAYNESVILLE DISTRICT,Pam Martin,,8997
2,LENOIR COUNTY REGISTER OF DEEDS,Pam Hart Rich,DEM,20245
2,UNION COUNTY BOARD OF COMMISSIONERS,Pam DeMaria,DEM,35414
8,LEE COUNTY REGISTER OF DEEDS,Pam Britt,DEM,15993
2,TRANSYLVANIA COUNTY BOARD OF COMMISSIONERS,Page Ives Lemel,REP,11110
4,COLUMBUS COUNTY BOARD OF COMMISSIONERS DISTRICT 4,P. Edwin Russ,DEM,2040
6,GRANVILLE COUNTY BOARD OF COMMISSIONERS DISTRICT 5,"Owen T. Roberts, Jr.",REP,2560
2,BLADEN COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Ophelia Munn-Goins,DEM,3554
1113,NC HOUSE OF REPRESENTATIVES DISTRICT 038,Olen Watson III,LIB,5196
4,WELDON CITY SCHOOLS BOARD OF EDUCATION,O.D. Sykes,,1575
1272,NC DISTRICT COURT JUDGE DISTRICT 11 (WILLIS),O. Henry Willis,,87726
290005,HANDY SANITARY DISTRICT SUPERVISOR,Nyles Daron Miller (Write-In),,1
5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Nyles Daron Miller (Write-In),,1
10,COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 1,Norris L. Ebron,,5312
1027,NC STATE SENATE DISTRICT 02,Norman Sanderson,REP,58032
1073,NC STATE SENATE DISTRICT 48,Norman Bossert,DEM,37596
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Niwal Sheikh (Write-In),,8
8,IREDELL-STATESVILLE BOARD OF EDUCATION DISTRICT 2,Nickey Mott,DEM,2057
4,DAVIDSON COUNTY BOARD OF EDUCATION,Nick Atkins,,12402
1069,NC STATE SENATE DISTRICT 44,Nic Haag,LIB,20881
1,NEW HANOVER COUNTY BOARD OF COMMISSIONERS,Nelson G. Beaulieu,DEM,41904
1111,NC HOUSE OF REPRESENTATIVES DISTRICT 036,Nelson Dollar,REP,25295
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Nell Rose (Write-In),,23
5,ROCKINGHAM COUNTY BOARD OF EDUCATION DISTRICT 2,Nell Rose,,4918
2,LINCOLN COUNTY BOARD OF COMMISSIONERS,Neil S. Underwood,DEM,13097
5,CASWELL COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Nathaniel Hall,DEM,1621
3,TYRRELL COUNTY BOARD OF COMMISSIONERS,Nathan T. (Tommy) Everett,DEM,754
1229,NC DISTRICT COURT JUDGE DISTRICT 04 (FOY),Nathan Sweet,,41389
1,GREENE COUNTY REGISTER OF DEEDS,Nancy T. Murphy,DEM,6403
5,BUNCOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Nancy Nehls Nelson,DEM,22162
20,WAKE COUNTY BOARD OF EDUCATION DISTRICT 9,Nancy Caggia (Write-In),,5
3,CASWELL COUNTY BOARD OF COMMISSIONERS AT-LARGE,N. Kent Williamson,DEM,4161
2,POLK COUNTY BOARD OF COMMISSIONERS AT-LARGE,Myron L. Yoder,REP,5913
6,MARTIN COUNTY BOARD OF COMMISSIONERS EASTERN DISTRICT,Moses Matthews,DEM,4072
12,WAKE COUNTY BOARD OF EDUCATION DISTRICT 2,Monika Johnson-Hostler,,21151
3,DARE COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Monica Thibodeau,DEM,8611
1265,NC DISTRICT COURT JUDGE DISTRICT 10 (BOUSMAN),Monica M. Bousman,,246924
1361,NC DISTRICT COURT JUDGE DISTRICT 30 (LESLIE),Monica Hayes Leslie,,65650
1,HARNETT COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Monica DeAngelis,DEM,2308
1164,NC HOUSE OF REPRESENTATIVES DISTRICT 089,Mitchell Smith Setzer,REP,28409
500002,WHITTIER SANITARY DISTRICT,Mitchell B. Jenkins,,47
5,WILKES COUNTY REGISTER OF DEEDS,Misty M. Smithey,REP,23520
1307,NC DISTRICT COURT JUDGE DISTRICT 18 (KREIDER),Miranda Reynolds Reavis,,89021
5,ALLEGHANY COUNTY REGISTER OF DEEDS,Miranda Hamm Roupe,DEM,3840
26,PITT COUNTY BOARD OF EDUCATION DISTRICT 2,Mildred Atkinson Council,,6053
5,JOHNSTON COUNTY BOARD OF EDUCATION,Mike Wooten,,34734
1047,NC STATE SENATE DISTRICT 22,Mike Woodard,DEM,74693
5,ANSON COUNTY BOARD OF EDUCATION DISTRICT 1,Mike Turner,DEM,1335
8,GASTON COUNTY BOARD OF EDUCATION GASTONIA TOWNSHIP,Mike Stuart,,30761
6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Mike Porter (Write-In),,68
7,BEAUFORT COUNTY BOARD OF EDUCATION DISTRICT 9,Mike Isbell,,838
2,TRANSYLVANIA COUNTY BOARD OF COMMISSIONERS,Mike Hawkins,REP,10735
5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Mike Hardy,,6428
1278,NC DISTRICT COURT JUDGE DISTRICT 12 (DEVAN),Mike Hardin,,53763
1255,NC DISTRICT COURT JUDGE DISTRICT 09A (GENTRY),Mike Gentry,,13511
5,BUNCOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Mike Fryar,REP,22479
3,BRUNSWICK COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Mike Forte,REP,41280
6,CHATHAM COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Mike Dasher,DEM,20496
1194,NC HOUSE OF REPRESENTATIVES DISTRICT 119,Mike Clampitt,REP,17757
1025,NC COMMISSIONER OF INSURANCE,Mike Causey,REP,2270841
1,ROWAN COUNTY BOARD OF COMMISSIONERS,Mike Caskey,REP,38666
2,JACKSON COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Mickey Luker,REP,9626
4,MCDOWELL COUNTY BOARD OF EDUCATION MARION,Michelle Pupoh,,5825
1309,NC DISTRICT COURT JUDGE DISTRICT 18 (FLETCHER),Michelle Fletcher,,156128
1193,NC HOUSE OF REPRESENTATIVES DISTRICT 118,Michele D. Presnell,REP,21754
1,JONES COUNTY BOARD OF EDUCATION AT-LARGE,Michael Wilder,DEM,2192
1055,NC STATE SENATE DISTRICT 30,Michael W. Holleman,DEM,22435
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Van Sickle,,20525
9,WINSTON SALEM CITY COUNCIL - SOUTH WARD,Michael Tyler,REP,4374
20,WAKE COUNTY BOARD OF EDUCATION DISTRICT 9,Michael Tanbusch,,11861
1169,NC HOUSE OF REPRESENTATIVES DISTRICT 094,Michael T. Lentz,DEM,8372
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Sutton (Write-In),,7
1078,NC HOUSE OF REPRESENTATIVES DISTRICT 003,Michael Speciale,REP,23273
3,JONES COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Shepherd,,3418
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Shelton,,4644
5,FRANKLIN COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Michael Schriver,REP,4219
1393,NC SUPREME COURT ASSOCIATE JUSTICE,Michael R. (Mike) Morgan,,2157927
3,BURKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Pardue (Write-In),,8
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Pardue (Write-In),,9
5,MOUNT AIRY CITY SCHOOLS BOARD OF EDUCATION DISTRICT B,Michael Marion,,3839
1034,NC STATE SENATE DISTRICT 09,Michael Lee,REP,60174
1018,NC SECRETARY OF STATE,Michael LaPaglia,REP,2163185
6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Michael Lanier (Write-In),,6
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Knowles (Write-In),,5
3,ROWAN-SALISBURY BOARD OF EDUCATION SEAT 3,Michael Julian,,24182
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael J. Underwood,,15569
1,STOKES COUNTY BOARD OF COMMISSIONERS,Michael Hylton,DEM,6755
1102,NC HOUSE OF REPRESENTATIVES DISTRICT 027,Michael H. Wray,DEM,29200
1052,NC STATE SENATE DISTRICT 27,Michael Garrett,DEM,47731
1378,NC SUPERIOR COURT JUDGE DISTRICT 10C,Michael Denning,,35919
1229,NC DISTRICT COURT JUDGE DISTRICT 04 (FOY),Michael C. Surles,,45335
4,STOKES COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISO,Michael Booth,,8178
11,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Michael Bell,,9816
1,HENDERSON COUNTY BOARD OF EDUCATION,Michael Absher,,23939
1215,NC DISTRICT COURT JUDGE DISTRICT 02 (PAUL),Michael A. Paul,,33262
1291,NC DISTRICT COURT JUDGE DISTRICT 16A (STONE),Michael (Mike) Stone,,25607
1,CUMBERLAND COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Michael (Mike) Boose,REP,40177
6,LENOIR COUNTY BOARD OF EDUCATION AT LARGE,Merwyn K. Smith,DEM,14547
1354,NC DISTRICT COURT JUDGE DISTRICT 27B (SHUFORD),Meredith A. Shuford,,36537
34,PITT COUNTY BOARD OF COMMISSIONERS DISTRICT A,Melvin C. McLawhorn,DEM,17539
7,STANLY COUNTY BOARD OF EDUCATION AT-LARGE,Melvin B. Poole,REP,16829
5,SWAIN COUNTY BOARD OF EDUCATION,Mellie Burns,REP,4032
1,CHATHAM COUNTY BOARD OF EDUCATION - DISTRICT 1,Melissa Hlavac,,27006
8,MONTGOMERY COUNTY REGISTER OF DEEDS,Melissa F. Pipkin,DEM,7820
8,MACON COUNTY BOARD OF EDUCATION DISTRICT 3,Melissa Bateman Evans,,11279
1398,NC SUPERIOR COURT JUDGE DISTRICT 5B,Melinda H. Crouch,,12183
32,PITT COUNTY BOARD OF EDUCATION DISTRICT 8,Melinda Fagundus,,4847
1,HERTFORD COUNTY REGISTER OF DEEDS,Melanie Storey,DEM,8252
1,ANSON COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Mechell Ann Roberts Turner,REP,550
10,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,McCrae Dowless,,7786
14,RANDOLPH COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Maxton McDowell,REP,51067
6,RIEGELWOOD SANITARY DISTRICT BOARD MEMBER,Maurice Hobbs (Write-In),,55
5,SWAIN COUNTY BOARD OF EDUCATION,Maurice Biggs,DEM,2137
1188,NC HOUSE OF REPRESENTATIVES DISTRICT 113,Maureen Mahan Copelof,DEM,16726
1371,DISTRICT ATTORNEY DISTRICT 19D,Maureen H. Krueger,REP,34755
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matthew Whitehead,,19571
8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matthew W. Tracy,,5654
2,STANLY COUNTY BOARD OF COMMISSIONERS AT-LARGE,Matthew Swain,REP,23345
7,MECKLENBURG COUNTY COMMISSIONER DISTRICT 5,Matthew Ridenhour,REP,47754
8,RANDOLPH COUNTY BOARD OF EDUCATION,Matthew Lambeth,,26118
5,JOHNSTON COUNTY BOARD OF EDUCATION,Matthew Hebb (Write-In),,0
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matthew Hebb (Write-In),,9
6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matthew Hebb (Write-In),,31
11,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matthew Hebb (Write-In),,21
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matthew Hebb,,163436
1,MADISON COUNTY BOARD OF COMMISSIONERS,Matthew (Matt) Wechtel,REP,5797
3,MACON COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Matt Mason,,9124
8,BUNCOMBE COUNTY BOARD OF EDUCATION AT- LARGE,Matt Kern,,27554
7,UNION COUNTY BOARD OF EDUCATION DISTRICT 2,Matt Helms,,13612
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Mary-Peyton Amburn (Write-In),,16
2,CLEVELAND COUNTY BOARD OF COMMISSIONERS,Mary Shear Accor,DEM,15752
11,TOWN OF PILOT MOUNTAIN COMMISSIONER,Mary Nunn Meijboom,,273
1,HENDERSON COUNTY BOARD OF EDUCATION,Mary Louise J. Corn,,26280
1048,NC STATE SENATE DISTRICT 23,Mary Lopez Carter,REP,37322
1072,NC STATE SENATE DISTRICT 47,Mary Jane Boyd,DEM,30364
1275,NC DISTRICT COURT JUDGE DISTRICT 11 (WELLS),Mary Howard Wells,,88150
1,JONES COUNTY BOARD OF EDUCATION AT-LARGE,Mary Hall,DEM,1853
12,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 5,Mary Catherine Sauer,REP,14988
27,PITT COUNTY BOARD OF EDUCATION DISTRICT 3,Mary Blount-Williams,,2436
11,WAKE COUNTY BOARD OF EDUCATION DISTRICT 1,Mary Beth Ainsworth,,8245
1163,NC HOUSE OF REPRESENTATIVES DISTRICT 088,Mary Belk,DEM,21754
4,DAVIDSON COUNTY BOARD OF EDUCATION,Mary Ann L. Brown,,18180
1132,NC HOUSE OF REPRESENTATIVES DISTRICT 057,Mary (Pricey) Harrison,DEM,31518
13,CURRITUCK COUNTY BOARD OF COMMISSIONERS AT-LARGE,Mary (Kitty) Etheridge,REP,9866
1117,NC HOUSE OF REPRESENTATIVES DISTRICT 042,Marvin W. Lucas,DEM,24213
1,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,"Marvin Eli Garner, Jr. (Write-In)",,19
1078,NC HOUSE OF REPRESENTATIVES DISTRICT 003,Marva Fisher Baldwin,DEM,12638
7,BRUNSWICK COUNTY BOARD OF EDUCATION DISTRICT 4,Marty Mentzer,DEM,23515
7,ALEXANDER COUNTY BOARD OF COMMISSIONERS,Marty Loudermilt,DEM,8945
1257,NC DISTRICT COURT JUDGE DISTRICT 10 (WORLEY),Marty E. Miller,,177929
1,AVERY COUNTY BOARD OF COMMISSIONERS,Martha Jaynes Hicks,REP,5469
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Marshall Harvey (Write-In),,27
7,WAKE COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Marshall Harvey,,229359
1,CUMBERLAND COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Marshall Faircloth,DEM,37133
1313,NC DISTRICT COURT JUDGE DISTRICT 19C (BICKETT),Marshall Bickett,,45577
5,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Marshal Bennett (Write-In),,25
6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Marlene Salyer,,29997
6,GASTON COUNTY BOARD OF EDUCATION CHERRYVILLE TOWNSHIP,Mark Upchurch (Write-In),,8
8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Mark Smith (Write-In),,21
9,BUNCOMBE COUNTY BOARD OF EDUCATION OWEN DISTRICT,Mark Siler,,4757
2,DAVIE COUNTY BOARD OF COMMISSIONERS,Mark S. Jones,REP,14509
2,JACKSON COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Mark R. Jones,DEM,8451
5,ONSLOW COUNTY BOARD OF COMMISSIONERS,Mark Price,REP,31100
1390,US HOUSE OF REPRESENTATIVES DISTRICT 11,Mark Meadows,REP,230405
1,ORANGE COUNTY BOARD OF COMMISSIONERS AT-LARGE,Mark Marcoplos,DEM,63284
4,YANCEY COUNTY BOARD OF COMMISSIONERS,Mark Ledford,REP,4496
6,LINCOLN COUNTY BOARD OF EDUCATION DISTRICT 4,Mark L. Mullen,,28553
1021,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,Mark Johnson,REP,2285783
3,AVERY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Mark Forbes (Write-In),,13
2,ROCKINGHAM COUNTY BOARD OF COMMISSIONERS,Mark F. Richardson,REP,22534
2,ORANGE COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Mark Dorosin,DEM,46409
1305,NC DISTRICT COURT JUDGE DISTRICT 18 (SAMET),Mark Cummings,,113237
9,BUNCOMBE COUNTY BOARD OF EDUCATION OWEN DISTRICT,Mark Crawford,,22737
1130,NC HOUSE OF REPRESENTATIVES DISTRICT 055,Mark Brody,REP,20901
1,ROWAN COUNTY BOARD OF COMMISSIONERS,Mark Alan Lyerly,LIB,11684
12,WAKE COUNTY BOARD OF EDUCATION DISTRICT 2,Mark A. Ivey,,7191
1,YADKIN COUNTY BOARD OF COMMISSIONERS,Marion G. Welborn,REP,10013
1149,NC HOUSE OF REPRESENTATIVES DISTRICT 074,Marilynn Baker,DEM,15626
1115,NC HOUSE OF REPRESENTATIVES DISTRICT 040,Marilyn Avila,REP,23402
1065,NC STATE SENATE DISTRICT 40,Marguerite Cooke,REP,13032
1396,NC COURT OF APPEALS JUDGE (GEER),Margaret Eagles,DEM,2021769
2,PERSON COUNTY BOARD OF EDUCATION AT LARGE,Margaret D. Bradsher,,11153
9,BUNCOMBE COUNTY BOARD OF EDUCATION OWEN DISTRICT,Margaret (Peggy) Buchanan,,44806
2,PERSON COUNTY BOARD OF EDUCATION AT LARGE,Margaret (Kay) Allen,,6949
6,HALIFAX COUNTY COMMISSIONER DISTRICT 2,Marcelle Smith,DEM,6497
1305,NC DISTRICT COURT JUDGE DISTRICT 18 (SAMET),Marc Tyrey,,65524
1,RUTHERFORD COUNTY BOARD OF COMMISSIONERS DISTRICT 2,Marc Ledford,DEM,8636
7,MECKLENBURG COUNTY COMMISSIONER DISTRICT 5,Marc Friedland,DEM,34988
28,PITT COUNTY BOARD OF EDUCATION DISTRICT 4,Marc A. Whichard,,2252
3,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Manly Morris West,,8833
4,GATES COUNTY REGISTER OF DEEDS,M. Cathy Horton,DEM,3372
8,DAVIE COUNTY REGISTER OF DEEDS,M. Brent Shoaf,REP,18037
1,FORSYTH COUNTY REGISTER OF DEEDS,Lynne Johnson,DEM,90553
11,LEE COUNTY BOARD OF EDUCATION AT-LARGE,Lynn H. Smith,DEM,12422
5,PAMLICO COUNTY REGISTER OF DEEDS,Lynn H. Lewis,DEM,4983
7,MCDOWELL COUNTY BOARD OF COMMISSIONERS,Lynn Greene,REP,13169
3,ROBESON COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Lynn E. Locklear,REP,1902
1,CHOWAN COUNTY REGISTER OF DEEDS,Lynn Chesson Gilliard,DEM,4953
1289,NC DISTRICT COURT JUDGE DISTRICT 15B (LONG),Lunsford Long,,23301
4,CHATHAM COUNTY REGISTER OF DEEDS,Lunday A. Riggsbee,DEM,28340
6,POLK COUNTY BOARD OF EDUCATION WHITE OAK TOWNSHIP,Lucinda (Cindy) Tate Allen,,4958
1032,NC STATE SENATE DISTRICT 07,"Louis M. Pate, Jr.",REP,66035
13,MOORE COUNTY BOARD OF COMMISSIONERS DISTRICT II,Louis Gregory,REP,33691
1377,NC DISTRICT COURT JUDGE DISTRICT 26 (L. TROSCH),Louis A. Trosch,,273969
16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Louie Kohler (Write-In),,12
1277,NC DISTRICT COURT JUDGE DISTRICT 12 (OLIVERA),Lou Olivera,,94472
9,NASH COUNTY BOARD OF COMMISSIONERS DISTRICT 1,Lou M. Richardson,DEM,5234
1212,NC SUPERIOR COURT JUDGE DISTRICT 22B,Lori Hamilton,,50866
1264,NC DISTRICT COURT JUDGE DISTRICT 10 (CHRISTIAN),Lori G. Christian,,284066
1303,NC DISTRICT COURT JUDGE DISTRICT 18 (SHERRILL),Lora Christine Cubbage,,103754
1016,NC GOVERNOR,Lon Cecil,LIB,102977
12,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 5,Lois L. Bailey,UNA,2767
6,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Lois Clark (Write-In),,79
1145,NC HOUSE OF REPRESENTATIVES DISTRICT 070,Lois Bohnsack,DEM,7789
1064,NC STATE SENATE DISTRICT 39,Lloyd Scher,DEM,44655
2,PASQUOTANK COUNTY BOARD OF COMMISSIONERS CDNI,Lloyd E. Griffin III,DEM,3173
11,NASH COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Lisa Stone Barnes,REP,5166
2,PITT COUNTY REGISTER OF DEEDS,Lisa P. Nichols,DEM,56821
1,WILSON COUNTY REGISTER OF DEEDS,Lisa J. Stith,DEM,28395
2,NEW HANOVER COUNTY BOARD OF EDUCATION,Lisa Estep,REP,55865
9,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Lisa Carol Rudisill,,73208
1292,NC DISTRICT COURT JUDGE DISTRICT 16A (THACKER),Lisa Blue Thacker,,40116
19,WAKE COUNTY BOARD OF EDUCATION DISTRICT 8,Lindsay Mahaffey,,21829
11,GUILFORD COUNTY BOARD OF EDUCATION DISTRICT 4,Linda Welborn,REP,25379
1,RICHMOND COUNTY REGISTER OF DEEDS,Linda W. Douglas,DEM,14948
1198,NC COURT OF APPEALS JUDGE (STEPHENS),Linda Stephens,DEM,2211631
3,LENOIR COUNTY BOARD OF COMMISSIONERS AT-LARGE,Linda Rouse Sutton,DEM,13134
1158,NC HOUSE OF REPRESENTATIVES DISTRICT 083,Linda P. Johnson,REP,22927
5,CLAY COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Linda Milt (Write-In),,8
1112,NC HOUSE OF REPRESENTATIVES DISTRICT 037,Linda Hunt-Williams,REP,27448
2,GATES COUNTY BOARD OF COMMISSIONERS DISTRICT 5,Linda F. Hofler,DEM,3140
1395,NC LIEUTENANT GOVERNOR,Linda Coleman,DEM,2093375
5,CALDWELL COUNTY BOARD OF EDUCATION,Linda Coffey,,18985
19,MOORE COUNTY BOARD OF EDUCATION AT-LARGE (UNEXPIRED TERM),Libby Carter,,25667
1269,NC DISTRICT COURT JUDGE DISTRICT 11 (HOLCOMBE),LeVonda G. Wood,,53059
2,ELKIN CITY SCHOOLS BOARD OF EDUCATION CITY DISTRICT,Levi Shore,,725
4,STOKES COUNTY SOIL AND WATER CONSERVATION DISTRICT SUPERVISO,Levi Ashby,,3792
2,CATAWBA COUNTY BOARD OF EDUCATION,Leslie Barnette (Write-In),,5
1250,NC DISTRICT COURT JUDGE DISTRICT 08 (TURNER),Les Turner,,54120
3,EDGECOMBE COUNTY BOARD OF COMMISSIONERS DISTRICT 3,Leonard Wiggins,DEM,3106
1391,US HOUSE OF REPRESENTATIVES DISTRICT 12,Leon Threatt,REP,115185
4,GASTON COUNTY BOARD OF COMMISSIONERS SOUTH POINT TOWNSHIP,Leon McClain,DEM,29188
3,VANCE COUNTY BOARD OF COMMISSIONERS DISTRICT 5,"Leo Kelly, Jr.",DEM,2225
10,WAYNE COUNTY BOARD OF EDUCATION AT-LARGE,Len Henderson (Write-In),,11
11,WAYNE COUNTY BOARD OF EDUCATION DISTRICT 2,Len Henderson,,4712
1148,NC HOUSE OF REPRESENTATIVES DISTRICT 073,Lee Zachary,REP,30354
9,CUMBERLAND COUNTY REGISTER OF DEEDS,Lee Warren,DEM,98553
4,UNION COUNTY BOARD OF EDUCATION AT-LARGE,Lee Henage,,44727
2,ASHE COUNTY BOARD OF EDUCATION,Lee Beckworth,,9252
3,TYRRELL COUNTY BOARD OF COMMISSIONERS,Lawrence Swain,DEM,514
1318,NC DISTRICT COURT JUDGE DISTRICT 21 (FINE),Lawrence J. (Larry) Fine,,110106
8,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Lavonda Fullwood (Write-In),,8
10,IREDELL-STATESVILLE BOARD OF EDUCATION DISTRICT 6,LaVerne C. Zachary,DEM,2114
1321,NC DISTRICT COURT JUDGE DISTRICT 21 (HUTCHINS),Laurie L. Hutchins,,111883
1040,NC STATE SENATE DISTRICT 15,Laurel Deegan-Fricke,DEM,53905
4,BURKE COUNTY REGISTER OF DEEDS,Laura Y. Anderson,DEM,15205
8,WAKE COUNTY REGISTER OF DEEDS,Laura M. Riddick,REP,346908
10,BUNCOMBE COUNTY BOARD OF EDUCATION ROBERSON DISTRICT,Laura Bowen,,32813
1077,NC HOUSE OF REPRESENTATIVES DISTRICT 002,Larry Yarborough,REP,22760
3,JOHNSTON COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Larry Wood,REP,61934
1156,NC HOUSE OF REPRESENTATIVES DISTRICT 081,Larry W. Potts,REP,24379
11,WATAUGA COUNTY BOARD OF COMMISSIONERS DISTRICT 4,Larry Turnbow,DEM,14253
6,ALLEGHANY COUNTY BOARD OF COMMISSIONERS,Larry Prince,REP,2570
1096,NC HOUSE OF REPRESENTATIVES DISTRICT 021,Larry M. Bell,DEM,24564
1356,NC DISTRICT COURT JUDGE DISTRICT 27B (WILSON),Larry J. Wilson,,47551
1157,NC HOUSE OF REPRESENTATIVES DISTRICT 082,Larry G. Pittman,REP,24636
6,ALLEGHANY COUNTY BOARD OF COMMISSIONERS,Larry Davis,DEM,2193
1,ASHE COUNTY BOARD OF COMMISSIONERS,Larry D. Rhodes,REP,7085
12,SURRY COUNTY BOARD OF COMMISSIONERS MOUNT AIRY DISTRICT,Larry D. Johnson,REP,25308
1104,NC HOUSE OF REPRESENTATIVES DISTRICT 029,Larry D. Hall,DEM,39607
1103,NC HOUSE OF REPRESENTATIVES DISTRICT 028,Larry C. Strickland,REP,26161
16,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Larry Brandon (Write-In),,11
4,DAVIDSON COUNTY BOARD OF EDUCATION,Landon Bisher (Write-In),,2
4,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR,Lance Capps (Write-In),,40
1244,NC DISTRICT COURT JUDGE DISTRICT 07 (STEWART),Lamont Wiggins,,47195
